,,,1753138800762,,2,,522,Project Name,,0,,,"5,221.50",1502,,,,,,,,,,,,,,,,
https://www.kickstarter.com/projects/cavernsandcavetrolls/caverns-and-cave-trolls-solo-ttrpg/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9981725#9981725,,https://kicktraq.com/projects/cavernsandcavetrolls/caverns-and-cave-trolls-solo-ttrpg/,RPG,,,Caverns and Cave Trolls Solo TTRPG,September 25 2023,Y,CAD,"1,456.00",0.7440753,Not Funded,N,Y,N,"$1,456 CAD",2.00%,Cancelled,0,1707436216156,August 11 2023,Caverns and Cave Trolls is a solo Tabletop Role-Playing Game featuring strategic play and heroic tactical combat.,https://ksr-ugc.imgix.net/assets/041/916/263/4ec01f7001372fd3855c809070d01063_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1691770994&auto=format&frame=1&q=92&s=53cb9120848ec0b3c873b369fe6987f6,[size=14][b][url=https://www.kickstarter.com/projects/cavernsandcavetrolls/caverns-and-cave-trolls-solo-ttrpg/?ref=kicktraq]Caverns and Cave Trolls Solo TTRPG[/url][/b][/size][q]Caverns and Cave Trolls is a solo Tabletop Role-Playing Game featuring strategic play and heroic tactical combat.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/916/263/4ec01f7001372fd3855c809070d01063_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1691770994&auto=format&frame=1&q=92&s=53cb9120848ec0b3c873b369fe6987f6[/inlineimg][/floatleft][b]Deadline:[/b]09-25-2023[url=https://kicktraq.com/projects/cavernsandcavetrolls/caverns-and-cave-trolls-solo-ttrpg/][IMG]https://kicktraq.com/projects/cavernsandcavetrolls/caverns-and-cave-trolls-solo-ttrpg//minichart.png[/IMG][/url],,54168.68184,,,
https://www.kickstarter.com/projects/2013142912/demon-ascendants-a-tabletop-rpg/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=10026569#10026569,,https://kicktraq.com/projects/2013142912/demon-ascendants-a-tabletop-rpg/,RPG,,,Demon Ascendants: A Tabletop RPG,September 25 2023,Y,EUR,"19,178.00",1.059475,Not Funded,N,N,N,"€19,178",38.00%,Ended,0,1707436216157,August 29 2023,"You possess a demonic bloodline. Unleash the power of your ancestry, battle nefarious creatures and venture to the demonic realms.",https://ksr-ugc.imgix.net/assets/042/092/510/7d848f1f40c1a02604ecf3789ec170ed_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1693212573&auto=format&frame=1&q=92&s=d11201a409bf6dcd419f05c22dac68f2,"[size=14][b][url=https://www.kickstarter.com/projects/2013142912/demon-ascendants-a-tabletop-rpg/?ref=kicktraq]Demon Ascendants: A Tabletop RPG[/url][/b][/size][q]You possess a demonic bloodline. Unleash the power of your ancestry, battle nefarious creatures and venture to the demonic realms.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/042/092/510/7d848f1f40c1a02604ecf3789ec170ed_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1693212573&auto=format&frame=1&q=92&s=d11201a409bf6dcd419f05c22dac68f2[/inlineimg][/floatleft][b]Deadline:[/b]09-25-2023[url=https://kicktraq.com/projects/2013142912/demon-ascendants-a-tabletop-rpg/][IMG]https://kicktraq.com/projects/2013142912/demon-ascendants-a-tabletop-rpg//minichart.png[/IMG][/url]",,53470.03039,,,
https://www.kickstarter.com/projects/horribleguild/wilderfeast/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=10046599#10046599,,https://kicktraq.com/projects/horribleguild/wilderfeast/,RPG,,,Wilderfeast,September 26 2023,Y,EUR,"190,934.00",1.05693,"201,803.87",Y,N,Y,"€190,934",954.00%,Ended,201803.87,1707436216163,September 5 2023,A tabletop RPG about monster hunting and campfire cuisine. There is only One Law in the One Land: YOU ARE WHAT YOU EAT.,https://ksr-ugc.imgix.net/assets/042/189/861/d93c24814550f36d645051b7bb3c9b5a_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1693922974&auto=format&frame=1&q=92&s=5c87bd73bf47073b55729b86ef692416,[size=14][b][url=https://www.kickstarter.com/projects/horribleguild/wilderfeast/?ref=kicktraq]Wilderfeast[/url][/b][/size][q]A tabletop RPG about monster hunting and campfire cuisine. There is only One Law in the One Land: YOU ARE WHAT YOU EAT.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/042/189/861/d93c24814550f36d645051b7bb3c9b5a_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1693922974&auto=format&frame=1&q=92&s=5c87bd73bf47073b55729b86ef692416[/inlineimg][/floatleft][b]Deadline:[/b]09-26-2023[url=https://kicktraq.com/projects/horribleguild/wilderfeast/][IMG]https://kicktraq.com/projects/horribleguild/wilderfeast//minichart.png[/IMG][/url],"$21,153.45",,,,
https://www.kickstarter.com/projects/thedesperatedms/deck-of-destiny-solo-rpg-adventures/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9949070#9949070,,https://kicktraq.com/projects/thedesperatedms/deck-of-destiny-solo-rpg-adventures/,RPG,,,Deck of Destiny - Solo RPG Adventures,September 28 2023,Y,GBP,"3,932.00",1.22075,"4,799.99",Y,N,Y,"£3,932",280.00%,Ended,4799.99,1707436216176,July 30 2023,A compendium of four solo-campaigns with a simple card-based mechanic. No dice. No DMs. No two runs will ever be the same!,https://ksr-ugc.imgix.net/assets/041/788/120/3dbce23878c0eb1cdbc786f5cb478f52_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1690802887&auto=format&frame=1&q=92&s=fcc322def0d1878077221bc6c9d43a6a,[size=14][b][url=https://www.kickstarter.com/projects/thedesperatedms/deck-of-destiny-solo-rpg-adventures/?ref=kicktraq]Deck of Destiny - Solo RPG Adventures[/url][/b][/size][q]A compendium of four solo-campaigns with a simple card-based mechanic. No dice. No DMs. No two runs will ever be the same![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/788/120/3dbce23878c0eb1cdbc786f5cb478f52_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1690802887&auto=format&frame=1&q=92&s=fcc322def0d1878077221bc6c9d43a6a[/inlineimg][/floatleft][b]Deadline:[/b]09-28-2023[url=https://kicktraq.com/projects/thedesperatedms/deck-of-destiny-solo-rpg-adventures/][IMG]https://kicktraq.com/projects/thedesperatedms/deck-of-destiny-solo-rpg-adventures//minichart.png[/IMG][/url],"$1,714.28",,"4,799.99",,
https://www.kickstarter.com/projects/osg-us/ecryme/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9998194#9998194,,https://kicktraq.com/projects/osg-us/ecryme/,RPG,,,Ecryme - The Dystopian Steampunk TTRPG,September 28 2023,Y,USD,"36,021.00",1,"36,021.00",Y,N,Y,"$36,021",240.00%,Ended,36021,1707436216177,August 17 2023,"Dive into this dark urban, steampunk, and paranormal tabletop RPG with an original, fast-to-learn 2d6 system focused on narrative.",https://ksr-ugc.imgix.net/assets/039/445/394/910ae51c6b6ea3a39a424df11ff60d41_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1670843327&auto=format&frame=1&q=92&s=5d896e4bd80a65eda7e3d95f49d13ee5,"[size=14][b][url=https://www.kickstarter.com/projects/osg-us/ecryme/?ref=kicktraq]Ecryme - The Dystopian Steampunk TTRPG[/url][/b][/size][q]Dive into this dark urban, steampunk, and paranormal tabletop RPG with an original, fast-to-learn 2d6 system focused on narrative.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/445/394/910ae51c6b6ea3a39a424df11ff60d41_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1670843327&auto=format&frame=1&q=92&s=5d896e4bd80a65eda7e3d95f49d13ee5[/inlineimg][/floatleft][b]Deadline:[/b]09-28-2023[url=https://kicktraq.com/projects/osg-us/ecryme/][IMG]https://kicktraq.com/projects/osg-us/ecryme//minichart.png[/IMG][/url]","$15,008.75",,"36,021.00",,
https://www.kickstarter.com/projects/dragonslayerrpg/dragonslayer-role-playing-game/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=10023880#10023880,,https://kicktraq.com/projects/dragonslayerrpg/dragonslayer-role-playing-game/,RPG,,,Dragonslayer Role-Playing Game,September 29 2023,Y,CAD,"58,212.00",0.7358081,"42,832.86",Y,N,Y,"$58,212 CAD",291.00%,Ended,42832.86,1707436216182,August 28 2023,A New Classic Fantasy Role-Playing Game by OSR Publishing and Barrowmaze Designer Dr. Greg Gillespie,https://ksr-ugc.imgix.net/assets/042/107/998/a10f102725e89f75794807455b879e95_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1693308794&auto=format&frame=1&q=92&s=d3b2df6ed08b712ebfc9a654ed2ac550,[size=14][b][url=https://www.kickstarter.com/projects/dragonslayerrpg/dragonslayer-role-playing-game/?ref=kicktraq]Dragonslayer Role-Playing Game[/url][/b][/size][q]A New Classic Fantasy Role-Playing Game by OSR Publishing and Barrowmaze Designer Dr. Greg Gillespie[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/042/107/998/a10f102725e89f75794807455b879e95_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1693308794&auto=format&frame=1&q=92&s=d3b2df6ed08b712ebfc9a654ed2ac550[/inlineimg][/floatleft][b]Deadline:[/b]09-29-2023[url=https://kicktraq.com/projects/dragonslayerrpg/dragonslayer-role-playing-game/][IMG]https://kicktraq.com/projects/dragonslayerrpg/dragonslayer-role-playing-game//minichart.png[/IMG][/url],"$14,719.20",,"42,832.86",,1
https://www.kickstarter.com/projects/teamharvest/sword-in-the-abyss/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=10028368#10028368,,https://kicktraq.com/projects/teamharvest/sword-in-the-abyss/,RPG,,,SWORD IN THE ABYSS,September 29 2023,Y,USD,354.00,1,Not Funded,N,N,N,$354,1.00%,Ended,0,1707436216183,August 30 2023,Delve into the depths of the Abyss in a classless tactical tabletop role-playing game.,https://ksr-ugc.imgix.net/assets/041/754/761/152ca9dc18f530dc39b4d3fbc994de19_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1690479707&auto=format&frame=1&q=92&s=3fa53abe441f61605baffd8db15ef62c,[size=14][b][url=https://www.kickstarter.com/projects/teamharvest/sword-in-the-abyss/?ref=kicktraq]SWORD IN THE ABYSS[/url][/b][/size][q]Delve into the depths of the Abyss in a classless tactical tabletop role-playing game.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/754/761/152ca9dc18f530dc39b4d3fbc994de19_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1690479707&auto=format&frame=1&q=92&s=3fa53abe441f61605baffd8db15ef62c[/inlineimg][/floatleft][b]Deadline:[/b]09-29-2023[url=https://kicktraq.com/projects/teamharvest/sword-in-the-abyss/][IMG]https://kicktraq.com/projects/teamharvest/sword-in-the-abyss//minichart.png[/IMG][/url],,35400,,,
https://www.kickstarter.com/projects/monkeyspawgames/beechers-bibles-0/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=10071614#10071614,,https://kicktraq.com/projects/monkeyspawgames/beechers-bibles-0/,RPG,,https://rpggeek.com/rpg/69215/beechers-bibles,Beecher's Bibles,September 30 2023,Y,CAD,"2,721.00",0.7358081,"2,002.13",Y,N,Y,"$2,721 CAD",1088.00%,Ended,2002.13,1707436216188,September 15 2023,A Panic Engine tabletop role-playing game set in the Bleeding Kansas era where the players take on the role of abolitionist guerillas.,https://ksr-ugc.imgix.net/assets/042/197/593/24fe6551dfb5c544e5c99b666ff61359_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1693959675&auto=format&frame=1&q=92&s=ac84383438f6a97c522626a9be4dc993,[size=14][b][url=https://www.kickstarter.com/projects/monkeyspawgames/beechers-bibles-0/?ref=kicktraq]Beecher's Bibles[/url][/b][/size][q]A Panic Engine tabletop role-playing game set in the Bleeding Kansas era where the players take on the role of abolitionist guerillas.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/042/197/593/24fe6551dfb5c544e5c99b666ff61359_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1693959675&auto=format&frame=1&q=92&s=ac84383438f6a97c522626a9be4dc993[/inlineimg][/floatleft][b]Deadline:[/b]09-30-2023[url=https://kicktraq.com/projects/monkeyspawgames/beechers-bibles-0/][IMG]https://kicktraq.com/projects/monkeyspawgames/beechers-bibles-0//minichart.png[/IMG][/url],$184.02,,"2,002.13",,
https://www.kickstarter.com/projects/mysticdays/mystic-days-caldwell-edition/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=10034636#10034636,,https://kicktraq.com/projects/mysticdays/mystic-days-caldwell-edition/,RPG,,,Mystic Days: Caldwell Edition,September 30 2023,Y,USD,"23,922.00",1,"23,922.00",Y,N,Y,"$23,922",368.00%,Ended,23922,1707436216185,September 1 2023,A Lethal Fantasy RPG,https://ksr-ugc.imgix.net/assets/041/282/340/f6cb503b5e8f9e91532bc1bc26a87123_original.jpeg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1686673289&auto=format&frame=1&q=92&s=e982325f206a23bf382a2e7cbde5d2bc,[size=14][b][url=https://www.kickstarter.com/projects/mysticdays/mystic-days-caldwell-edition/?ref=kicktraq]Mystic Days: Caldwell Edition[/url][/b][/size][q]A Lethal Fantasy RPG[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/282/340/f6cb503b5e8f9e91532bc1bc26a87123_original.jpeg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1686673289&auto=format&frame=1&q=92&s=e982325f206a23bf382a2e7cbde5d2bc[/inlineimg][/floatleft][b]Deadline:[/b]09-30-2023[url=https://kicktraq.com/projects/mysticdays/mystic-days-caldwell-edition/][IMG]https://kicktraq.com/projects/mysticdays/mystic-days-caldwell-edition//minichart.png[/IMG][/url],"$6,500.54",,"23,922.00",,
https://www.kickstarter.com/projects/allrolledup/sanction-a-tabletop-roleplaying-game-of-challenges-and-hacks/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=10056091#10056091,,https://kicktraq.com/projects/allrolledup/sanction-a-tabletop-roleplaying-game-of-challenges-and-hacks/,RPG,,,Sanction: A Tabletop Roleplaying Game of Challenges & Hacks,September 30 2023,Y,GBP,"11,607.00",1.21995,"14,159.96",Y,N,Y,"£11,607",580.00%,Ended,14159.96,1707436216187,September 9 2023,"A simple, hackable system driven by challenges, where failure is just another name for progress, just enlivened with new complications.",https://ksr-ugc.imgix.net/assets/042/244/891/a961e0f82b3e96039309f0ac07475c6a_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1694347437&auto=format&frame=1&q=92&s=441b33b523b63b41a32a600129b787f6,"[size=14][b][url=https://www.kickstarter.com/projects/allrolledup/sanction-a-tabletop-roleplaying-game-of-challenges-and-hacks/?ref=kicktraq]Sanction: A Tabletop Roleplaying Game of Challenges & Hacks[/url][/b][/size][q]A simple, hackable system driven by challenges, where failure is just another name for progress, just enlivened with new complications.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/042/244/891/a961e0f82b3e96039309f0ac07475c6a_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1694347437&auto=format&frame=1&q=92&s=441b33b523b63b41a32a600129b787f6[/inlineimg][/floatleft][b]Deadline:[/b]09-30-2023[url=https://kicktraq.com/projects/allrolledup/sanction-a-tabletop-roleplaying-game-of-challenges-and-hacks/][IMG]https://kicktraq.com/projects/allrolledup/sanction-a-tabletop-roleplaying-game-of-challenges-and-hacks//minichart.png[/IMG][/url]","$2,441.37",,"14,159.96",,
https://www.kickstarter.com/projects/disastertourism/slasher-the-final-cut?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=10091085#10091085,,https://kicktraq.com/projects/disastertourism/slasher-the-final-cut/,RPG,,,SLASHER: The Final Cut,September 30 2023,Y,USD,383.00,1,Not Funded,N,Y,N,$383,38.00%,Cancelled,0,1707436216189,September 20 2023,The game you love Extended and Remastered,https://ksr-ugc.imgix.net/assets/042/203/617/34036059ae43d8a0caad96668c5722ae_original.jpeg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1694007043&auto=format&frame=1&q=92&s=9f4b329b55ea859a6317a3b609679e8d,[size=14][b][url=https://www.kickstarter.com/projects/disastertourism/slasher-the-final-cut?ref=kicktraq]SLASHER: The Final Cut[/url][/b][/size][q]The game you love Extended and Remastered[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/042/203/617/34036059ae43d8a0caad96668c5722ae_original.jpeg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1694007043&auto=format&frame=1&q=92&s=9f4b329b55ea859a6317a3b609679e8d[/inlineimg][/floatleft][b]Deadline:[/b]09-30-2023[url=https://kicktraq.com/projects/disastertourism/slasher-the-final-cut/][IMG]https://kicktraq.com/projects/disastertourism/slasher-the-final-cut//minichart.png[/IMG][/url],,1007.894737,,,
https://www.kickstarter.com/projects/spirallane/meteor-tales-age-of-grit-rpg/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=10032353#10032353,,https://kicktraq.com/projects/spirallane/meteor-tales-age-of-grit-rpg/,RPG,,,Meteor Tales: Age of Grit RPG,October 1 2023,Y,EUR,"1,052.00",1.05865,"1,113.70",Y,N,Y,"€1,052",105.00%,Ended,1113.7,1707436216196,September 1 2023,"Dive into a captivating Tabletop RPG, featuring cinematic combat and addictive gameplay! Old-School aesthetics, New amazing Mechanics!",https://ksr-ugc.imgix.net/assets/041/338/588/5db75900036f8644d7c26a74cb599a1b_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1687121756&auto=format&frame=1&q=92&s=8d18d9115b70d47ebd8bb887ac98b58a,"[size=14][b][url=https://www.kickstarter.com/projects/spirallane/meteor-tales-age-of-grit-rpg/?ref=kicktraq]Meteor Tales: Age of Grit RPG[/url][/b][/size][q]Dive into a captivating Tabletop RPG, featuring cinematic combat and addictive gameplay! Old-School aesthetics, New amazing Mechanics![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/338/588/5db75900036f8644d7c26a74cb599a1b_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1687121756&auto=format&frame=1&q=92&s=8d18d9115b70d47ebd8bb887ac98b58a[/inlineimg][/floatleft][b]Deadline:[/b]10-01-2023[url=https://kicktraq.com/projects/spirallane/meteor-tales-age-of-grit-rpg/][IMG]https://kicktraq.com/projects/spirallane/meteor-tales-age-of-grit-rpg//minichart.png[/IMG][/url]","$1,060.67",,"1,113.70",,
https://www.kickstarter.com/projects/pilcrowpress/rekindle-everwynn/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=10032346#10032346,,https://kicktraq.com/projects/pilcrowpress/rekindle-everwynn/,RPG,,,Rekindle: Everwynn,October 1 2023,Y,USD,"2,857.00",1,Not Funded,N,N,N,"$2,857",36.00%,Ended,0,1707436216197,September 1 2023,A survival solo-RPG that pits you against the elements to rebuild a community and survive everlasting winter.,https://ksr-ugc.imgix.net/assets/042/124/346/af9737e4d2326b6aa10c14d5b1f7da12_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1693410999&auto=format&frame=1&q=92&s=ebde67fb90b59ba434391e77fa204f80,[size=14][b][url=https://www.kickstarter.com/projects/pilcrowpress/rekindle-everwynn/?ref=kicktraq]Rekindle: Everwynn[/url][/b][/size][q]A survival solo-RPG that pits you against the elements to rebuild a community and survive everlasting winter.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/042/124/346/af9737e4d2326b6aa10c14d5b1f7da12_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1693410999&auto=format&frame=1&q=92&s=ebde67fb90b59ba434391e77fa204f80[/inlineimg][/floatleft][b]Deadline:[/b]10-01-2023[url=https://kicktraq.com/projects/pilcrowpress/rekindle-everwynn/][IMG]https://kicktraq.com/projects/pilcrowpress/rekindle-everwynn//minichart.png[/IMG][/url],,7936.111111,,,
https://www.kickstarter.com/projects/spilledinkstudios/city-of-god-demon-investigation-ttrpg-digital-release/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=10038620#10038620,,https://kicktraq.com/projects/spilledinkstudios/city-of-god-demon-investigation-ttrpg-digital-release/,RPG,,,City of God: Demon Investigation TTRPG (Digital Release),October 3 2023,Y,GBP,237.00,1.20777,286.24,Y,N,Y,£237,237.00%,Ended,286.24,1707436216205,September 3 2023,City of God is a new horror investigation game set in the religious Dark Ages of Western Europe.,https://ksr-ugc.imgix.net/assets/041/859/604/c2de1a4439cccb52d5a44387b7ef2435_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1691351379&auto=format&frame=1&q=92&s=50a45b3ea54b7d2fb41a648fdddbe4d0,[size=14][b][url=https://www.kickstarter.com/projects/spilledinkstudios/city-of-god-demon-investigation-ttrpg-digital-release/?ref=kicktraq]City of God: Demon Investigation TTRPG (Digital Release)[/url][/b][/size][q]City of God is a new horror investigation game set in the religious Dark Ages of Western Europe.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/859/604/c2de1a4439cccb52d5a44387b7ef2435_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1691351379&auto=format&frame=1&q=92&s=50a45b3ea54b7d2fb41a648fdddbe4d0[/inlineimg][/floatleft][b]Deadline:[/b]10-03-2023[url=https://kicktraq.com/projects/spilledinkstudios/city-of-god-demon-investigation-ttrpg-digital-release/][IMG]https://kicktraq.com/projects/spilledinkstudios/city-of-god-demon-investigation-ttrpg-digital-release//minichart.png[/IMG][/url],$120.78,,286.24,,
https://www.kickstarter.com/projects/tatteredbear/cryptid-creeks/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=10046614#10046614,,https://kicktraq.com/projects/tatteredbear/cryptid-creeks/,RPG,,https://rpggeek.com/rpg/63139/brindlewood-bay,Cryptid Creeks,October 5 2023,Y,GBP,"55,107.00",1.218955,"67,172.95",Y,N,Y,"£55,107",688.00%,Ended,67172.95,1707436216218,September 5 2023,Stop a curse with the help of nature spirits in this tabletop RPG inspired by Gravity Falls.,https://ksr-ugc.imgix.net/assets/041/322/421/a0bdade7202ecdcef366d47f5e644b13_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1686944715&auto=format&frame=1&q=92&s=3a6601d190c4f4251802e11db0a44297,[size=14][b][url=https://www.kickstarter.com/projects/tatteredbear/cryptid-creeks/?ref=kicktraq]Cryptid Creeks[/url][/b][/size][q]Stop a curse with the help of nature spirits in this tabletop RPG inspired by Gravity Falls.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/322/421/a0bdade7202ecdcef366d47f5e644b13_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1686944715&auto=format&frame=1&q=92&s=3a6601d190c4f4251802e11db0a44297[/inlineimg][/floatleft][b]Deadline:[/b]10-05-2023[url=https://kicktraq.com/projects/tatteredbear/cryptid-creeks/][IMG]https://kicktraq.com/projects/tatteredbear/cryptid-creeks//minichart.png[/IMG][/url],"$9,763.51",,"67,172.95",,
https://www.kickstarter.com/projects/losthaven/abbadon-the-thirteen-seals/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=10046570#10046570,,https://kicktraq.com/projects/losthaven/abbadon-the-thirteen-seals/,RPG,,,Abbadon: The Thirteen Seals,October 5 2023,Y,GBP,"7,730.00",1.218955,"9,422.52",Y,N,Y,"£7,730",140.00%,Ended,9422.52,1707436216217,September 5 2023,"A TTRPG of Dark Fantasy, Demons and the Hands of Fate, powered by a deck of playing cards.",https://ksr-ugc.imgix.net/assets/042/120/346/8bdb8c491dafbc88fd56f557ab0ecc10_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1693388349&auto=format&frame=1&q=92&s=30201142c9842b6f0394bc67b2d2b32e,"[size=14][b][url=https://www.kickstarter.com/projects/losthaven/abbadon-the-thirteen-seals/?ref=kicktraq]Abbadon: The Thirteen Seals[/url][/b][/size][q]A TTRPG of Dark Fantasy, Demons and the Hands of Fate, powered by a deck of playing cards.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/042/120/346/8bdb8c491dafbc88fd56f557ab0ecc10_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1693388349&auto=format&frame=1&q=92&s=30201142c9842b6f0394bc67b2d2b32e[/inlineimg][/floatleft][b]Deadline:[/b]10-05-2023[url=https://kicktraq.com/projects/losthaven/abbadon-the-thirteen-seals/][IMG]https://kicktraq.com/projects/losthaven/abbadon-the-thirteen-seals//minichart.png[/IMG][/url]","$6,730.37",,"9,422.52",,
https://www.kickstarter.com/projects/gwencie/infinite-revolution/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=10046588#10046588,,https://kicktraq.com/projects/gwencie/infinite-revolution/,RPG,,,INFINITE REVOLUTION: OVERDRIVE,October 5 2023,Y,USD,"42,722.00",1,"42,722.00",Y,N,Y,"$42,722",854.00%,Ended,42722,1707436216219,September 5 2023,The definitive edition of the award-nominated LIGHTSPEED EXOSUIT DOGFIGHTER TTRPG!,https://ksr-ugc.imgix.net/assets/042/195/906/8cb7023a3514e86839a9f4fff3dc6b41_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1693949626&auto=format&frame=1&q=92&s=c76828191bd0d0d5617c2ab63196c4ab,[size=14][b][url=https://www.kickstarter.com/projects/gwencie/infinite-revolution/?ref=kicktraq]INFINITE REVOLUTION: OVERDRIVE[/url][/b][/size][q]The definitive edition of the award-nominated LIGHTSPEED EXOSUIT DOGFIGHTER TTRPG![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/042/195/906/8cb7023a3514e86839a9f4fff3dc6b41_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1693949626&auto=format&frame=1&q=92&s=c76828191bd0d0d5617c2ab63196c4ab[/inlineimg][/floatleft][b]Deadline:[/b]10-05-2023[url=https://kicktraq.com/projects/gwencie/infinite-revolution/][IMG]https://kicktraq.com/projects/gwencie/infinite-revolution//minichart.png[/IMG][/url],"$5,002.58",,"42,722.00",,
