,,365,1740264705041,,516,441,,Project Name,,0,,,188.00,,,,,,68,,,,,,,,,,,
https://www.kickstarter.com/projects/awfullyqueerheroes/selanars-socketed-items?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9201816#item9201816,,https://www.kicktraq.com/projects/awfullyqueerheroes/selanars-socketed-items/,5E,https://rpggeek.com/rpg/56973/pathfinder-2e-compatible-product,,Selanars Socketed Items,October 13 2022,Y,GBP,"5,031.00",1.130305,"5,686.56",Y,N,Y,"£5,031",718.00%,Ended,5686.56,1676332270438,September 13 2022,"5e&PF. Magically enhance your equipment and items, specifically tailored to your characters.",https://ksr-ugc.imgix.net/assets/038/690/698/dcf473a63fe31850bd132e462574d6d0_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1664024569&auto=format&frame=1&q=92&s=a143e4a07b1212e4db5326d4f24641aa,"[size=14][b][url=https://www.kickstarter.com/projects/awfullyqueerheroes/selanars-socketed-items?ref=kicktraq]Selanars Socketed Items[/url][/b][/size][q]5e&PF. Magically enhance your equipment and items, specifically tailored to your characters.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/690/698/dcf473a63fe31850bd132e462574d6d0_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1664024569&auto=format&frame=1&q=92&s=a143e4a07b1212e4db5326d4f24641aa[/inlineimg][/floatleft][b]Deadline:[/b]10-13-2022[url=https://www.kicktraq.com/projects/awfullyqueerheroes/selanars-socketed-items/][IMG]https://www.kicktraq.com/projects/awfullyqueerheroes/selanars-socketed-items//minichart.png[/IMG][/url]",$792.00,,"5,686.56",,
https://www.kickstarter.com/projects/mediastreampress/shadows-over-cairn-breagh?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9201837#item9201837,,https://www.kicktraq.com/projects/mediastreampress/shadows-over-cairn-breagh/,5E,,,Shadows over Cairn Breagh,October 13 2022,Y,USD,"2,232.00",1,"2,232.00",Y,N,Y,"$2,232",892.00%,Ended,2232,1676332270439,September 13 2022,A low level gothic horror/mystery campaign setting and adventure module for 5E.,https://ksr-ugc.imgix.net/assets/038/556/654/76308b3030abb6e764e660d0f9f0f145_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1662919665&auto=format&frame=1&q=92&s=31ff465f925a23a36a473d24d6e35c2d,[size=14][b][url=https://www.kickstarter.com/projects/mediastreampress/shadows-over-cairn-breagh?ref=kicktraq]Shadows over Cairn Breagh[/url][/b][/size][q]A low level gothic horror/mystery campaign setting and adventure module for 5E.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/556/654/76308b3030abb6e764e660d0f9f0f145_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1662919665&auto=format&frame=1&q=92&s=31ff465f925a23a36a473d24d6e35c2d[/inlineimg][/floatleft][b]Deadline:[/b]10-13-2022[url=https://www.kicktraq.com/projects/mediastreampress/shadows-over-cairn-breagh/][IMG]https://www.kicktraq.com/projects/mediastreampress/shadows-over-cairn-breagh//minichart.png[/IMG][/url],$250.22,,"2,232.00",,
https://www.kickstarter.com/projects/studio9games/cathedral-of-the-undying?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9201839#item9201839,,https://www.kicktraq.com/projects/studio9games/cathedral-of-the-undying/,non-5E,https://rpggeek.com/rpg/10737/dungeon-crawl-classics-role-playing-game,,Cathedral of the Undying,October 13 2022,Y,USD,"4,466.00",1,"4,466.00",Y,N,Y,"$4,466",446.00%,Ended,4466,1676332270440,September 13 2022,A 5th level DCC adventure (usable with any fantasy RPG system) where the dead and the living share fates!,https://ksr-ugc.imgix.net/assets/038/429/467/0caf179f3af229a276757f84cc9dae75_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1661837324&auto=format&frame=1&q=92&s=6bef5c98b0ce629ae9344fcfa272d91f,[size=14][b][url=https://www.kickstarter.com/projects/studio9games/cathedral-of-the-undying?ref=kicktraq]Cathedral of the Undying[/url][/b][/size][q]A 5th level DCC adventure (usable with any fantasy RPG system) where the dead and the living share fates![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/429/467/0caf179f3af229a276757f84cc9dae75_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1661837324&auto=format&frame=1&q=92&s=6bef5c98b0ce629ae9344fcfa272d91f[/inlineimg][/floatleft][b]Deadline:[/b]10-13-2022[url=https://www.kicktraq.com/projects/studio9games/cathedral-of-the-undying/][IMG]https://www.kicktraq.com/projects/studio9games/cathedral-of-the-undying//minichart.png[/IMG][/url],"$1,001.35",,"4,466.00",,1
https://www.kickstarter.com/projects/vengersatanis/encounter-critical-iii?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9201829#item9201829,,https://www.kicktraq.com/projects/vengersatanis/encounter-critical-iii/,RPG,,https://rpggeek.com/rpg/1403/encounter-critical,Encounter Critical III,October 13 2022,Y,USD,"2,673.00",1,"2,673.00",Y,N,Y,"$2,673",267.00%,Ended,2673,1676332270432,September 13 2022,"Encounter Critical III is an OSR roleplaying game by Venger Satanis... eldritch, gonzo, science-fantasy, and post-apocalyptic.",https://ksr-ugc.imgix.net/assets/038/507/865/9f016a8850a883453946f72ee76a62fd_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1662487654&auto=format&frame=1&q=92&s=146e480f5c0eb743c2b376314328bc27,"[size=14][b][url=https://www.kickstarter.com/projects/vengersatanis/encounter-critical-iii?ref=kicktraq]Encounter Critical III[/url][/b][/size][q]Encounter Critical III is an OSR roleplaying game by Venger Satanis... eldritch, gonzo, science-fantasy, and post-apocalyptic.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/507/865/9f016a8850a883453946f72ee76a62fd_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1662487654&auto=format&frame=1&q=92&s=146e480f5c0eb743c2b376314328bc27[/inlineimg][/floatleft][b]Deadline:[/b]10-13-2022[url=https://www.kicktraq.com/projects/vengersatanis/encounter-critical-iii/][IMG]https://www.kicktraq.com/projects/vengersatanis/encounter-critical-iii//minichart.png[/IMG][/url]","$1,001.12",,"2,673.00",,
https://www.kickstarter.com/projects/ehronlime/spectres-of-brocken?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9201840#item9201840,,https://www.kicktraq.com/projects/ehronlime/spectres-of-brocken/,RPG,,https://rpggeek.com/rpgsystem/62902/belonging-outside-belonging,Spectres of Brocken,October 13 2022,Y,AUD,"13,438.00",0.6299,"8,464.60",Y,N,Y,"$13,438 AUD",151.00%,Ended,8464.6,1676332270433,September 13 2022,A tabletop roleplaying game about making friends and then years later going to war against them in giant mechs.,https://ksr-ugc.imgix.net/assets/038/502/936/662172f626262d376bdb99f482a847dd_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1662460601&auto=format&frame=1&q=92&s=e3f786dae52fd90a5223d9878a0536fc,[size=14][b][url=https://www.kickstarter.com/projects/ehronlime/spectres-of-brocken?ref=kicktraq]Spectres of Brocken[/url][/b][/size][q]A tabletop roleplaying game about making friends and then years later going to war against them in giant mechs.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/502/936/662172f626262d376bdb99f482a847dd_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1662460601&auto=format&frame=1&q=92&s=e3f786dae52fd90a5223d9878a0536fc[/inlineimg][/floatleft][b]Deadline:[/b]10-13-2022[url=https://www.kicktraq.com/projects/ehronlime/spectres-of-brocken/][IMG]https://www.kicktraq.com/projects/ehronlime/spectres-of-brocken//minichart.png[/IMG][/url],"$5,605.69",,"8,464.60",,
https://www.kickstarter.com/projects/cosycoven/touched-by-the-gods-role-playing-game/?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9230046#item9230046,,https://www.kicktraq.com/projects/cosycoven/touched-by-the-gods-role-playing-game/,RPG,,https://rpggeek.com/rpgsystem/43636/year-zero-engine,Touched by the Gods Roleplaying Game,October 13 2022,Y,USD,"8,924.00",1,Not Funded,N,N,N,"$8,924",89.00%,Ended,0,1676332270441,September 26 2022,Tabletop RPG Game set in mysterious Wild of the First Millenium That Could Have Been using Year Zero Engine mechanics.,https://ksr-ugc.imgix.net/assets/038/587/271/180604e0a3b960c714b8be74015836d7_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1663160158&auto=format&frame=1&q=92&s=ad7d25d6420f82bd4ceaaef72700fc44,[size=14][b][url=https://www.kickstarter.com/projects/cosycoven/touched-by-the-gods-role-playing-game/?ref=kicktraq]Touched by the Gods Roleplaying Game[/url][/b][/size][q]Tabletop RPG Game set in mysterious Wild of the First Millenium That Could Have Been using Year Zero Engine mechanics.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/587/271/180604e0a3b960c714b8be74015836d7_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1663160158&auto=format&frame=1&q=92&s=ad7d25d6420f82bd4ceaaef72700fc44[/inlineimg][/floatleft][b]Deadline:[/b]10-13-2022[url=https://www.kicktraq.com/projects/cosycoven/touched-by-the-gods-role-playing-game/][IMG]https://www.kicktraq.com/projects/cosycoven/touched-by-the-gods-role-playing-game//minichart.png[/IMG][/url],,10026.96629,,,
https://www.kickstarter.com/projects/9thlevel/venture-village?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9201821#item9201821,,https://www.kicktraq.com/projects/9thlevel/venture-village/,RPG,,https://rpggeek.com/rpgsystem/63110/powered-polymorph,Venture Society Roleplaying Game,October 13 2022,Y,USD,"24,272.00",1,"24,272.00",Y,N,Y,"$24,272",127.00%,Ended,24272,1676332270435,September 13 2022,"An all ages, non-violent RPG focusing on building communication, social, & emotional skills.  Join the Venture Society today!",https://ksr-ugc.imgix.net/assets/038/287/369/cd5c2465036f8220306d477d987bfa9b_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1660607931&auto=format&frame=1&q=92&s=8f5109ce72d2e8a9eb0b1b91ca300c67,"[size=14][b][url=https://www.kickstarter.com/projects/9thlevel/venture-village?ref=kicktraq]Venture Society Roleplaying Game[/url][/b][/size][q]An all ages, non-violent RPG focusing on building communication, social, & emotional skills.  Join the Venture Society today![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/287/369/cd5c2465036f8220306d477d987bfa9b_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1660607931&auto=format&frame=1&q=92&s=8f5109ce72d2e8a9eb0b1b91ca300c67[/inlineimg][/floatleft][b]Deadline:[/b]10-13-2022[url=https://www.kicktraq.com/projects/9thlevel/venture-village/][IMG]https://www.kicktraq.com/projects/9thlevel/venture-village//minichart.png[/IMG][/url]","$19,111.81",,"24,272.00",,
https://www.kickstarter.com/projects/dareluckclub/unnatural-selections/?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9201691#item9201691,,https://www.kicktraq.com/projects/dareluckclub/unnatural-selections/,non-5E,https://rpggeek.com/rpg/28323/mutant-crawl-classics-role-playing-game,,Unnatural Selections,October 14 2022,Y,USD,"5,503.00",1,"5,503.00",Y,N,Y,"$5,503",157.00%,Ended,5503,1676332270442,September 14 2022,An MCC / DCC Expandable Monster Collection,https://ksr-ugc.imgix.net/assets/038/496/507/19fbbb9dacf37e6a23a335bb125bd48c_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1662406552&auto=format&frame=1&q=92&s=e18e75ec2dfab56de8903c58cedece48,[size=14][b][url=https://www.kickstarter.com/projects/dareluckclub/unnatural-selections/?ref=kicktraq]Unnatural Selections[/url][/b][/size][q]An MCC / DCC Expandable Monster Collection[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/496/507/19fbbb9dacf37e6a23a335bb125bd48c_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1662406552&auto=format&frame=1&q=92&s=e18e75ec2dfab56de8903c58cedece48[/inlineimg][/floatleft][b]Deadline:[/b]10-14-2022[url=https://www.kicktraq.com/projects/dareluckclub/unnatural-selections/][IMG]https://www.kicktraq.com/projects/dareluckclub/unnatural-selections//minichart.png[/IMG][/url],"$3,505.10",,"5,503.00",,1
https://www.kickstarter.com/projects/troveoflosttreasure/trove-of-lost-treasures?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9201689#item9201689,,https://www.kicktraq.com/projects/troveoflosttreasure/trove-of-lost-treasures/,5E,,,Trove of Lost Treasures! D&D Items.,October 15 2022,Y,EUR,320.00,0.9721,Not Funded,N,N,N,€320,26.00%,Ended,0,1676332270442,September 15 2022,36 engaging and unusual items for your D&D campaign,https://ksr-ugc.imgix.net/assets/038/348/713/eca8b37a5b6571d8ab00f8c4caf15085_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1661116023&auto=format&frame=1&q=92&s=d0cf35291afb2b976e65548d6324a3bf,[size=14][b][url=https://www.kickstarter.com/projects/troveoflosttreasure/trove-of-lost-treasures?ref=kicktraq]Trove of Lost Treasures! D&D Items.[/url][/b][/size][q]36 engaging and unusual items for your D&D campaign[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/348/713/eca8b37a5b6571d8ab00f8c4caf15085_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1661116023&auto=format&frame=1&q=92&s=d0cf35291afb2b976e65548d6324a3bf[/inlineimg][/floatleft][b]Deadline:[/b]10-15-2022[url=https://www.kicktraq.com/projects/troveoflosttreasure/trove-of-lost-treasures/][IMG]https://www.kicktraq.com/projects/troveoflosttreasure/trove-of-lost-treasures//minichart.png[/IMG][/url],,1196.430769,,,
https://www.kickstarter.com/projects/gamersandgrognards/gateway-to-adventure-trilogy-for-old-school-essentials/?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9201688#item9201688,,https://www.kicktraq.com/projects/gamersandgrognards/gateway-to-adventure-trilogy-for-old-school-essentials/,non-5E,https://rpggeek.com/rpg/58009/old-school-essentials-retro-adventure-game,,Gateway To Adventure Trilogy For Old-School Essentials,October 15 2022,Y,USD,"17,204.00",1,"17,204.00",Y,N,Y,"$17,204",137.00%,Ended,17204,1676332270443,September 15 2022,"A Trilogy Of Variant and Optional Rules For OSE, Classic D&D and OSRS",https://ksr-ugc.imgix.net/assets/038/451/105/a324307ac812fcc212336d0339ba3b80_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1661986505&auto=format&frame=1&q=92&s=4d8059fbfb00e8d7649d999407fb4eee,"[size=14][b][url=https://www.kickstarter.com/projects/gamersandgrognards/gateway-to-adventure-trilogy-for-old-school-essentials/?ref=kicktraq]Gateway To Adventure Trilogy For Old-School Essentials[/url][/b][/size][q]A Trilogy Of Variant and Optional Rules For OSE, Classic D&D and OSRS[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/451/105/a324307ac812fcc212336d0339ba3b80_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1661986505&auto=format&frame=1&q=92&s=4d8059fbfb00e8d7649d999407fb4eee[/inlineimg][/floatleft][b]Deadline:[/b]10-15-2022[url=https://www.kicktraq.com/projects/gamersandgrognards/gateway-to-adventure-trilogy-for-old-school-essentials/][IMG]https://www.kicktraq.com/projects/gamersandgrognards/gateway-to-adventure-trilogy-for-old-school-essentials//minichart.png[/IMG][/url]","$12,557.66",,"17,204.00",1,
https://www.kickstarter.com/projects/oneeyedwerebear/excessive-excavations-a-5e-drop-and-play-adventure/?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9212176#item9212176,,https://www.kicktraq.com/projects/oneeyedwerebear/excessive-excavations-a-5e-drop-and-play-adventure/,5E,,,Excessive Excavations: A 5e Drop-and-Play Adventure,October 17 2022,Y,CAD,"1,207.00",0.729175,880.11,Y,N,Y,"$1,207 CAD",603.00%,Ended,880.11,1676332270445,September 16 2022,Did someone call an exterminator? An adventure for levels 3 to 5,https://ksr-ugc.imgix.net/assets/038/537/628/0dc8cb925538e0163ab412d8f1a4cbc5_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1662711331&auto=format&frame=1&q=92&s=9aa978c0295b19a99a4451ebd98352be,[size=14][b][url=https://www.kickstarter.com/projects/oneeyedwerebear/excessive-excavations-a-5e-drop-and-play-adventure/?ref=kicktraq]Excessive Excavations: A 5e Drop-and-Play Adventure[/url][/b][/size][q]Did someone call an exterminator? An adventure for levels 3 to 5[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/537/628/0dc8cb925538e0163ab412d8f1a4cbc5_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1662711331&auto=format&frame=1&q=92&s=9aa978c0295b19a99a4451ebd98352be[/inlineimg][/floatleft][b]Deadline:[/b]10-17-2022[url=https://www.kicktraq.com/projects/oneeyedwerebear/excessive-excavations-a-5e-drop-and-play-adventure/][IMG]https://www.kicktraq.com/projects/oneeyedwerebear/excessive-excavations-a-5e-drop-and-play-adventure//minichart.png[/IMG][/url],$145.96,,880.11,,
https://www.kickstarter.com/projects/1274914719/multi-realm-the-lands-between/?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9140086#item9140086,,https://kicktraq.com/projects/1274914719/multi-realm-the-lands-between/,non-5E,???,,"Multi-Realm, the lands between.",October 17 2022,Y,EUR,156.00,0.984265,Not Funded,N,N,N,€156,7.00%,Ended,0,1676332270444,August 19 2022,Multi-Realm is a stitched together world from settings that have disappeared from other worlds or realms. Come and see what awaits!,https://ksr-ugc.imgix.net/assets/038/325/448/c79ce808aafae18bad109f228af94e7a_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1660876862&auto=format&frame=1&q=92&s=5207d4704b65d6677efa60f93bef2403,"[size=14][b][url=https://www.kickstarter.com/projects/1274914719/multi-realm-the-lands-between/?ref=kicktraq]Multi-Realm, the lands between.[/url][/b][/size][q]Multi-Realm is a stitched together world from settings that have disappeared from other worlds or realms. Come and see what awaits![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/325/448/c79ce808aafae18bad109f228af94e7a_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1660876862&auto=format&frame=1&q=92&s=5207d4704b65d6677efa60f93bef2403[/inlineimg][/floatleft][b]Deadline:[/b]10-17-2022[url=https://kicktraq.com/projects/1274914719/multi-realm-the-lands-between/][IMG]https://kicktraq.com/projects/1274914719/multi-realm-the-lands-between//minichart.png[/IMG][/url]",,2193.504857,,,
https://www.kickstarter.com/projects/bitesizedgaming/shards-of-ascension/?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9230061#item9230061,,https://www.kicktraq.com/projects/bitesizedgaming/shards-of-ascension/,5E,,,Shards of Ascension 1-3 for 5e,October 18 2022,Y,USD,"6,860.00",1,"6,860.00",Y,N,Y,"$6,860",686.00%,Ended,6860,1676332270447,September 27 2022,Begin your quest for divinity. Rise through the shards of ascension! ,https://ksr-ugc.imgix.net/assets/038/713/708/d761d3c36e72a8e86fdbcec15316dfcf_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1664240694&auto=format&frame=1&q=92&s=1175a746d0a53758cd64c7fcbf5996bf,[size=14][b][url=https://www.kickstarter.com/projects/bitesizedgaming/shards-of-ascension/?ref=kicktraq]Shards of Ascension 1-3 for 5e[/url][/b][/size][q]Begin your quest for divinity. Rise through the shards of ascension! [/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/713/708/d761d3c36e72a8e86fdbcec15316dfcf_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1664240694&auto=format&frame=1&q=92&s=1175a746d0a53758cd64c7fcbf5996bf[/inlineimg][/floatleft][b]Deadline:[/b]10-18-2022[url=https://www.kicktraq.com/projects/bitesizedgaming/shards-of-ascension/][IMG]https://www.kicktraq.com/projects/bitesizedgaming/shards-of-ascension//minichart.png[/IMG][/url],"$1,000.00",,"6,860.00",,
https://www.kickstarter.com/projects/2029996743/keys-and-treasure-chests/?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9249357#item9249357,,https://www.kicktraq.com/projects/2029996743/keys-and-treasure-chests/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Keys and Treasure Chests,October 18 2022,Y,EUR,"3,635.00",0.9863,"3,585.20",Y,N,Y,"€3,635.00",3635.00%,Ended,3585.2,1676332270447,October 3 2022,"Add the magic of special treasure chests and their keys to your games! For use with DnD 5E, Pathfinder, and other Fantasy RPGs.",https://ksr-ugc.imgix.net/assets/038/806/340/41c951a7a4b963f178ab70531f495dc0_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1664966728&auto=format&frame=1&q=92&s=e8af85c37023484a73f50379e4a50b5e,"[size=14][b][url=https://www.kickstarter.com/projects/2029996743/keys-and-treasure-chests/?ref=kicktraq]Keys and Treasure Chests[/url][/b][/size][q]Add the magic of special treasure chests and their keys to your games! For use with DnD 5E, Pathfinder, and other Fantasy RPGs.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/806/340/41c951a7a4b963f178ab70531f495dc0_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1664966728&auto=format&frame=1&q=92&s=e8af85c37023484a73f50379e4a50b5e[/inlineimg][/floatleft][b]Deadline:[/b]10-18-2022[url=https://www.kicktraq.com/projects/2029996743/keys-and-treasure-chests/][IMG]https://www.kicktraq.com/projects/2029996743/keys-and-treasure-chests//minichart.png[/IMG][/url]",$98.63,,"3,585.20",,
https://www.kickstarter.com/projects/0-hr/ulysses-starship-map-and-miniature/?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9257987#item9257987,,https://www.kicktraq.com/projects/0-hr/ulysses-starship-map-and-miniature/,non-5E,https://rpggeek.com/rpg/43232/starfinder-system-compatible-product,,Ulysses: Starship Map & Miniature,October 18 2022,Y,USD,"10,523.00",1,"10,523.00",Y,N,Y,"$10,523",350.00%,Ended,10523,1676332270449,October 6 2022,Deckplan poster and cast resin miniature for Starfinder & other sci-fi RPGs; a survey vessel composed of two integrated ships.,https://ksr-ugc.imgix.net/assets/038/815/896/87a668ec8244814548e6ee519a1dfa4e_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1665032156&auto=format&frame=1&q=92&s=2deda9414967d72d876584b3b72a8233,[size=14][b][url=https://www.kickstarter.com/projects/0-hr/ulysses-starship-map-and-miniature/?ref=kicktraq]Ulysses: Starship Map & Miniature[/url][/b][/size][q]Deckplan poster and cast resin miniature for Starfinder & other sci-fi RPGs; a survey vessel composed of two integrated ships.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/815/896/87a668ec8244814548e6ee519a1dfa4e_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1665032156&auto=format&frame=1&q=92&s=2deda9414967d72d876584b3b72a8233[/inlineimg][/floatleft][b]Deadline:[/b]10-18-2022[url=https://www.kicktraq.com/projects/0-hr/ulysses-starship-map-and-miniature/][IMG]https://www.kicktraq.com/projects/0-hr/ulysses-starship-map-and-miniature//minichart.png[/IMG][/url],"$3,006.57",,"10,523.00",,
https://www.kickstarter.com/projects/florianazar/adventures-of-aros-beginner-rpg-for-kids-and-casuals/?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9230054#item9230054,,https://www.kicktraq.com/projects/florianazar/adventures-of-aros-beginner-rpg-for-kids-and-casuals/,RPG,,,Adventures of Aros - Beginner RPG for Kids and Casuals,October 18 2022,Y,EUR,"2,606.00",0.9863,"2,570.30",Y,N,Y,"€2,606.00",521.00%,Ended,2570.3,1676332270446,September 23 2022,Adventures of Aros is a great beginner-friendly Fantasy RPG.,https://ksr-ugc.imgix.net/assets/038/612/201/95107fb06c3194ea3ca1d2f058cee2dd_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1663344892&auto=format&frame=1&q=92&s=edfec457b498eac5c286853579043e16,[size=14][b][url=https://www.kickstarter.com/projects/florianazar/adventures-of-aros-beginner-rpg-for-kids-and-casuals/?ref=kicktraq]Adventures of Aros - Beginner RPG for Kids and Casuals[/url][/b][/size][q]Adventures of Aros is a great beginner-friendly Fantasy RPG.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/612/201/95107fb06c3194ea3ca1d2f058cee2dd_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1663344892&auto=format&frame=1&q=92&s=edfec457b498eac5c286853579043e16[/inlineimg][/floatleft][b]Deadline:[/b]10-18-2022[url=https://www.kicktraq.com/projects/florianazar/adventures-of-aros-beginner-rpg-for-kids-and-casuals/][IMG]https://www.kicktraq.com/projects/florianazar/adventures-of-aros-beginner-rpg-for-kids-and-casuals//minichart.png[/IMG][/url],$493.34,,"2,570.30",,
https://www.kickstarter.com/projects/kelios/kelios-the-prophecy-rpg/?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9201866#item9201866,,https://www.kicktraq.com/projects/kelios/kelios-the-prophecy-rpg/,5E,,,Kelios: the prophecy RPG,October 19 2022,Y,USD,"9,954.00",1,"9,954.00",Y,N,Y,"$9,954",199.00%,Ended,9954,1676332270450,September 7 2022,The fantasy tabletop RPG with a simple and innovative gameplay and an original setting compatible with any fantasy RPG including DnD 5e,https://ksr-ugc.imgix.net/assets/038/405/619/7d1b694ea8293d9c4e7588627e78b2fe_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1661590821&auto=format&frame=1&q=92&s=fda4b24ca8bb08da9b749493dfc347b4,[size=14][b][url=https://www.kickstarter.com/projects/kelios/kelios-the-prophecy-rpg/?ref=kicktraq]Kelios: the prophecy RPG[/url][/b][/size][q]The fantasy tabletop RPG with a simple and innovative gameplay and an original setting compatible with any fantasy RPG including DnD 5e[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/405/619/7d1b694ea8293d9c4e7588627e78b2fe_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1661590821&auto=format&frame=1&q=92&s=fda4b24ca8bb08da9b749493dfc347b4[/inlineimg][/floatleft][b]Deadline:[/b]10-19-2022[url=https://www.kicktraq.com/projects/kelios/kelios-the-prophecy-rpg/][IMG]https://www.kicktraq.com/projects/kelios/kelios-the-prophecy-rpg//minichart.png[/IMG][/url],"$5,002.01",,"9,954.00",,
