,,,1754522970792,,,,,,,,,,,,,,,,,,,2025-10-24,,,,,,,,
https://www.kickstarter.com/projects/goldenlassogames/starscape/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10897562#10897562,,https://kicktraq.com/projects/goldenlassogames/starscape/,RPG,,https://rpggeek.com/rpgsystem/17185/powered-by-the-apocalypse,Starscape,August 8 2024,Y,USD,"26,762.00",1,"26,762.00",Y,N,Y,"$26,762",223.00%,Ended,26762,1739812326595,July 9 2024,Starscape is the found-family story of a starship and its crew. Play to find out if you come together or fracture when it matters most!,https://i.kickstarter.com/assets/045/606/912/fccf03410b4439e5c0dabb2051249a0b_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=55j%2Fo4KdWoPyorVPKzMTZVZOKCuaxOnuG%2B2QJzfVW1E%3D,[size=14][b][url=https://www.kickstarter.com/projects/goldenlassogames/starscape/?ref=kicktraq]Starscape[/url][/b][/size][q]Starscape is the found-family story of a starship and its crew. Play to find out if you come together or fracture when it matters most![/q][floatleft][inlineimg]https://i.kickstarter.com/assets/045/606/912/fccf03410b4439e5c0dabb2051249a0b_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=55j%2Fo4KdWoPyorVPKzMTZVZOKCuaxOnuG%2B2QJzfVW1E%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-08-2024[url=https://kicktraq.com/projects/goldenlassogames/starscape/][IMG]https://kicktraq.com/projects/goldenlassogames/starscape//minichart.png[/IMG][/url],"$12,000.90",,"26,762.00",,
https://www.kickstarter.com/projects/dyskami/beyonder-worlds-galactic-realms-expansions-for-anime-5e/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10915173#10915173,,https://kicktraq.com/projects/dyskami/beyonder-worlds-galactic-realms-expansions-for-anime-5e/,5E,,,Beyonder Worlds – Galactic Realms Expansions for Anime 5E,August 8 2024,Y,USD,"108,272.00",1,"108,272.00",Y,N,Y,"$108,272",1082.00%,Ended,108272,1739812326595,July 16 2024,"Player options, campaign settings, and monsters – featuring science fiction, mecha action, cyberpunk, urban fantasy, and modern Earth",https://i.kickstarter.com/assets/045/411/272/4bbf2089cc8ab31b5692a261a31e050d_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=UU%2F98tREVK2eCuBxWe0KBUTpYtLJX1gjWoutiREH7YY%3D,"[size=14][b][url=https://www.kickstarter.com/projects/dyskami/beyonder-worlds-galactic-realms-expansions-for-anime-5e/?ref=kicktraq]Beyonder Worlds – Galactic Realms Expansions for Anime 5E[/url][/b][/size][q]Player options, campaign settings, and monsters – featuring science fiction, mecha action, cyberpunk, urban fantasy, and modern Earth[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/045/411/272/4bbf2089cc8ab31b5692a261a31e050d_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=UU%2F98tREVK2eCuBxWe0KBUTpYtLJX1gjWoutiREH7YY%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-08-2024[url=https://kicktraq.com/projects/dyskami/beyonder-worlds-galactic-realms-expansions-for-anime-5e/][IMG]https://kicktraq.com/projects/dyskami/beyonder-worlds-galactic-realms-expansions-for-anime-5e//minichart.png[/IMG][/url]","$10,006.65",,"108,272.00",,
https://www.kickstarter.com/projects/enworld/high-level-adventures-five-exciting-adventures-for-dandd-5e/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10932807#10932807,,https://kicktraq.com/projects/enworld/high-level-adventures-five-exciting-adventures-for-dandd-5e/,5E,,,High Level Adventures: Five Exciting Adventures for D&D 5E,August 8 2024,Y,GBP,"9,951.00",1.27471,"12,684.64",Y,N,Y,"£9,951",995.00%,Ended,12684.64,1739812326596,July 23 2024,"A collection of short adventures ranging from 10th to 16th level--dragons, kobolds, giants, even the dreaded River Styx!",https://i.kickstarter.com/assets/043/303/056/86fb11e59ac28735d2c707d57f01877d_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=hRjiX0R90prvP0nzZ1WPBUyprGQRhGNa9rywQjieKyg%3D,"[size=14][b][url=https://www.kickstarter.com/projects/enworld/high-level-adventures-five-exciting-adventures-for-dandd-5e/?ref=kicktraq]High Level Adventures: Five Exciting Adventures for D&D 5E[/url][/b][/size][q]A collection of short adventures ranging from 10th to 16th level--dragons, kobolds, giants, even the dreaded River Styx![/q][floatleft][inlineimg]https://i.kickstarter.com/assets/043/303/056/86fb11e59ac28735d2c707d57f01877d_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=hRjiX0R90prvP0nzZ1WPBUyprGQRhGNa9rywQjieKyg%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-08-2024[url=https://kicktraq.com/projects/enworld/high-level-adventures-five-exciting-adventures-for-dandd-5e/][IMG]https://kicktraq.com/projects/enworld/high-level-adventures-five-exciting-adventures-for-dandd-5e//minichart.png[/IMG][/url]","$1,274.84",,"12,684.64",,
https://www.kickstarter.com/projects/idbn-1/assorted-notes-from-the-unearthly-archive/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10897557#10897557,,https://kicktraq.com/projects/idbn-1/assorted-notes-from-the-unearthly-archive/,5E,,,Assorted Notes from the Unearthly Archive,August 9 2024,Y,USD,"1,685.00",1,"1,685.00",Y,N,Y,"$1,685",140.00%,Ended,1685,1739812326597,July 9 2024,"A packet of inventive subclasses, NPCs, items, and spells for 5e.",https://i.kickstarter.com/assets/043/537/668/325da89d5243a02d0b619081e0f4859b_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=6OE%2FmgQuGWZmrX5P3jmLTWuAwLNElLgkAGYRa0k3uHk%3D,"[size=14][b][url=https://www.kickstarter.com/projects/idbn-1/assorted-notes-from-the-unearthly-archive/?ref=kicktraq]Assorted Notes from the Unearthly Archive[/url][/b][/size][q]A packet of inventive subclasses, NPCs, items, and spells for 5e.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/043/537/668/325da89d5243a02d0b619081e0f4859b_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=6OE%2FmgQuGWZmrX5P3jmLTWuAwLNElLgkAGYRa0k3uHk%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-09-2024[url=https://kicktraq.com/projects/idbn-1/assorted-notes-from-the-unearthly-archive/][IMG]https://kicktraq.com/projects/idbn-1/assorted-notes-from-the-unearthly-archive//minichart.png[/IMG][/url]","$1,203.57",,"1,685.00",,
https://www.kickstarter.com/projects/tssoftware/nur-role-playing-game-ttrpg/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10902803#10902803,,https://kicktraq.com/projects/tssoftware/nur-role-playing-game-ttrpg/,RPG,,,NUR Role playing game TTRPG,August 9 2024,Y,USD,20.00,1,Not Funded,N,N,N,$20,4.00%,Ended,0,1739812326598,July 10 2024,This project will create a fantasy TTRPG with a new universe ready for you to explore.,https://i.kickstarter.com/assets/045/650/195/2ab7ac42331323a36491795837a69909_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=miiBNTxnheTKm4cF3mJQbR4wx3QdE9ECM%2BGcz%2BmwxfY%3D,[size=14][b][url=https://www.kickstarter.com/projects/tssoftware/nur-role-playing-game-ttrpg/?ref=kicktraq]NUR Role playing game TTRPG[/url][/b][/size][q]This project will create a fantasy TTRPG with a new universe ready for you to explore.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/045/650/195/2ab7ac42331323a36491795837a69909_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=miiBNTxnheTKm4cF3mJQbR4wx3QdE9ECM%2BGcz%2BmwxfY%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-09-2024[url=https://kicktraq.com/projects/tssoftware/nur-role-playing-game-ttrpg/][IMG]https://kicktraq.com/projects/tssoftware/nur-role-playing-game-ttrpg//minichart.png[/IMG][/url],,500,,,
https://www.kickstarter.com/projects/623846375/5-acts-the-king-in-yellow-rpg/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10897536#10897536,,https://kicktraq.com/projects/623846375/5-acts-the-king-in-yellow-rpg/,RPG,,,5 Acts: The King in Yellow RPG,August 9 2024,Y,USD,"11,480.00",1,"11,480.00",Y,N,Y,"$11,480",114.00%,Ended,11480,1739812326598,July 10 2024,A Gothic RPG About Unreliable Narrators.,https://i.kickstarter.com/assets/044/561/768/48133089644adb93e0e76d1f820bec88_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=JadwITeBjWj5nZp37JaQajOwcim1A9xockCJQ5AMyFs%3D,[size=14][b][url=https://www.kickstarter.com/projects/623846375/5-acts-the-king-in-yellow-rpg/?ref=kicktraq]5 Acts: The King in Yellow RPG[/url][/b][/size][q]A Gothic RPG About Unreliable Narrators.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/044/561/768/48133089644adb93e0e76d1f820bec88_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=JadwITeBjWj5nZp37JaQajOwcim1A9xockCJQ5AMyFs%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-09-2024[url=https://kicktraq.com/projects/623846375/5-acts-the-king-in-yellow-rpg/][IMG]https://kicktraq.com/projects/623846375/5-acts-the-king-in-yellow-rpg//minichart.png[/IMG][/url],"$10,070.18",,"11,480.00",,
https://www.kickstarter.com/projects/steamforged/iron-kingdoms-strangelight-workshop-5e/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10941410#10941410,,https://kicktraq.com/projects/steamforged/iron-kingdoms-strangelight-workshop-5e/,RPG,,https://rpggeek.com/rpgsystem/69967/d-and-d-5e-game-system,Iron Kingdoms: Strangelight Workshop (5e),August 9 2024,Y,GBP,"200,332.00",1.2732,"255,062.70",Y,N,Y,"£200,332",801.00%,Ended,255062.7,1739812326600,July 25 2024,A standalone roleplaying game of occult and otherworldly investigation set in the award-winning Iron Kingdoms universe,https://i.kickstarter.com/assets/045/593/276/6ef1ad1e57638eb5af5a2da889dd0d47_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=PlTzf4N6zL1ZU2tiwfzO2MWvkTifw1mFTsg9rax%2BAqo%3D,[size=14][b][url=https://www.kickstarter.com/projects/steamforged/iron-kingdoms-strangelight-workshop-5e/?ref=kicktraq]Iron Kingdoms: Strangelight Workshop (5e)[/url][/b][/size][q]A standalone roleplaying game of occult and otherworldly investigation set in the award-winning Iron Kingdoms universe[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/045/593/276/6ef1ad1e57638eb5af5a2da889dd0d47_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=PlTzf4N6zL1ZU2tiwfzO2MWvkTifw1mFTsg9rax%2BAqo%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-09-2024[url=https://kicktraq.com/projects/steamforged/iron-kingdoms-strangelight-workshop-5e/][IMG]https://kicktraq.com/projects/steamforged/iron-kingdoms-strangelight-workshop-5e//minichart.png[/IMG][/url],"$31,843.03",,"255,062.70",,
https://www.kickstarter.com/projects/1669615520/1-dnd-one-shot-the-lament-of-the-lambs/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10941392#10941392,,https://kicktraq.com/projects/1669615520/1-dnd-one-shot-the-lament-of-the-lambs/,5E,,,1€ DnD One-Shot | The Lament of the Lambs,August 9 2024,Y,EUR,668.00,1.09265,729.89,Y,N,Y,€668,668.00%,Ended,729.89,1739812326600,July 26 2024,"A DnD 5e Investigation One-Shot where the culprit hides among the innocent, the nights are long and the blood flows generously",https://i.kickstarter.com/assets/045/811/229/9999b9838de2ab64e10ea31d553b1e79_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=XLdXO79INUEtlBTveoUnOzO1sxYK0XdpC%2BSPVe0CIWs%3D,"[size=14][b][url=https://www.kickstarter.com/projects/1669615520/1-dnd-one-shot-the-lament-of-the-lambs/?ref=kicktraq]1€ DnD One-Shot | The Lament of the Lambs[/url][/b][/size][q]A DnD 5e Investigation One-Shot where the culprit hides among the innocent, the nights are long and the blood flows generously[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/045/811/229/9999b9838de2ab64e10ea31d553b1e79_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=XLdXO79INUEtlBTveoUnOzO1sxYK0XdpC%2BSPVe0CIWs%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-09-2024[url=https://kicktraq.com/projects/1669615520/1-dnd-one-shot-the-lament-of-the-lambs/][IMG]https://kicktraq.com/projects/1669615520/1-dnd-one-shot-the-lament-of-the-lambs//minichart.png[/IMG][/url]",$109.27,,729.89,,
https://www.kickstarter.com/projects/533746395/dungeons-of-chains-supplement-for-dandd-5-0/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10902794#10902794,,https://kicktraq.com/projects/533746395/dungeons-of-chains-supplement-for-dandd-5-0/,5E,,,Dungeons of Chains. Supplement for D&D 5,August 11 2024,Y,EUR,"1,537.00",1.09255,Not Funded,N,Y,Y,"€1,537",102.00%,Cancelled,0,1739812326601,July 12 2024,"9 Dungeons, each one a puzzle in itself, 10 final bosses, and endless surprises. Who will manage to escape?",https://i.kickstarter.com/assets/045/702/381/39d80d621624ea1e3eaedbbe5ce1b726_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=CDxlUqDP2o0K8BYyAB2XK3sDt%2BnEULFyCYUZjY3vwto%3D,"[size=14][b][url=https://www.kickstarter.com/projects/533746395/dungeons-of-chains-supplement-for-dandd-5-0/?ref=kicktraq]Dungeons of Chains. Supplement for D&D 5[/url][/b][/size][q]9 Dungeons, each one a puzzle in itself, 10 final bosses, and endless surprises. Who will manage to escape?[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/045/702/381/39d80d621624ea1e3eaedbbe5ce1b726_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=CDxlUqDP2o0K8BYyAB2XK3sDt%2BnEULFyCYUZjY3vwto%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-11-2024[url=https://kicktraq.com/projects/533746395/dungeons-of-chains-supplement-for-dandd-5-0/][IMG]https://kicktraq.com/projects/533746395/dungeons-of-chains-supplement-for-dandd-5-0//minichart.png[/IMG][/url]",,1646.322892,,,
https://www.kickstarter.com/projects/geekifyinc/neopets-official-tabletop-roleplaying-game-ttrpg/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10902785#10902785,,https://kicktraq.com/projects/geekifyinc/neopets-official-tabletop-roleplaying-game-ttrpg/,RPG,,,Neopets - Tabletop Roleplaying Game Official TTRPG,August 11 2024,Y,USD,"394,310.00",1,"394,310.00",Y,N,Y,"$394,310",985.00%,Ended,394310,1739812326602,July 12 2024,"Explore the world of Neopia in tabletop RPG form. Go on quests, save those in need, and heed the call of adventure! Launches July 12!",https://i.kickstarter.com/assets/044/933/730/b32b65eaa4c04ed59d0b15f2764811ff_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=sSUaMsBzMjP8HjkgkZIEJy571jcsvPxvApuS3lkPZ1c%3D,"[size=14][b][url=https://www.kickstarter.com/projects/geekifyinc/neopets-official-tabletop-roleplaying-game-ttrpg/?ref=kicktraq]Neopets - Tabletop Roleplaying Game Official TTRPG[/url][/b][/size][q]Explore the world of Neopia in tabletop RPG form. Go on quests, save those in need, and heed the call of adventure! Launches July 12![/q][floatleft][inlineimg]https://i.kickstarter.com/assets/044/933/730/b32b65eaa4c04ed59d0b15f2764811ff_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=sSUaMsBzMjP8HjkgkZIEJy571jcsvPxvApuS3lkPZ1c%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-11-2024[url=https://kicktraq.com/projects/geekifyinc/neopets-official-tabletop-roleplaying-game-ttrpg/][IMG]https://kicktraq.com/projects/geekifyinc/neopets-official-tabletop-roleplaying-game-ttrpg//minichart.png[/IMG][/url]","$40,031.47",,"394,310.00",,
https://www.kickstarter.com/projects/jameskay/complete-town-2-a-dandd-highly-detailed-city/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10917201#10917201,,https://kicktraq.com/projects/jameskay/complete-town-2-a-dandd-highly-detailed-city/,5E,,,"Complete Town 2, A D&D Highly Detailed City",August 11 2024,Y,GBP,"1,956.00",1.2731,"2,490.18",Y,N,Y,"£1,956",1304.00%,Ended,2490.18,1739812326602,July 17 2024,"Dive into 'Complete Town 2'—a DnD 5e guide to a corrupt port city teeming with crime, secrets, and dark intrigue for your adventures.",https://i.kickstarter.com/assets/045/723/553/954a7f2ba16d98b2c2b62dbbaf03ec41_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=AEybvADXqWM%2B5FQAa1e%2BTyOQ4LaXlU%2BeuOE2bhZZnMA%3D,"[size=14][b][url=https://www.kickstarter.com/projects/jameskay/complete-town-2-a-dandd-highly-detailed-city/?ref=kicktraq]Complete Town 2, A D&D Highly Detailed City[/url][/b][/size][q]Dive into 'Complete Town 2'—a DnD 5e guide to a corrupt port city teeming with crime, secrets, and dark intrigue for your adventures.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/045/723/553/954a7f2ba16d98b2c2b62dbbaf03ec41_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=AEybvADXqWM%2B5FQAa1e%2BTyOQ4LaXlU%2BeuOE2bhZZnMA%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-11-2024[url=https://kicktraq.com/projects/jameskay/complete-town-2-a-dandd-highly-detailed-city/][IMG]https://kicktraq.com/projects/jameskay/complete-town-2-a-dandd-highly-detailed-city//minichart.png[/IMG][/url]",$190.97,,"2,490.18",,
https://www.kickstarter.com/projects/1769353621/a-show-of-hands-tabletop-rpg/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10912839#10912839,,https://kicktraq.com/projects/1769353621/a-show-of-hands-tabletop-rpg/,RPG,,,A Show of Hands- tabletop RPG,August 13 2024,Y,GBP,773.00,1.28661,994.55,Y,N,Y,£773,154.00%,Ended,994.55,1739812326604,July 14 2024,"Disembodied sentient hands, scurrying around a creepy circus, solving crime! Can be played with nothing more than your hands and a pen!",https://i.kickstarter.com/assets/045/699/880/ddf5bd77ceca6a4a65a40d6bc499ed9c_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=lAu7LaH54s%2F8h7SL1jVItIyay0OS8araM0MP%2FozO34w%3D,"[size=14][b][url=https://www.kickstarter.com/projects/1769353621/a-show-of-hands-tabletop-rpg/?ref=kicktraq]A Show of Hands- tabletop RPG[/url][/b][/size][q]Disembodied sentient hands, scurrying around a creepy circus, solving crime! Can be played with nothing more than your hands and a pen![/q][floatleft][inlineimg]https://i.kickstarter.com/assets/045/699/880/ddf5bd77ceca6a4a65a40d6bc499ed9c_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=lAu7LaH54s%2F8h7SL1jVItIyay0OS8araM0MP%2FozO34w%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-13-2024[url=https://kicktraq.com/projects/1769353621/a-show-of-hands-tabletop-rpg/][IMG]https://kicktraq.com/projects/1769353621/a-show-of-hands-tabletop-rpg//minichart.png[/IMG][/url]",$645.81,,994.55,,
https://www.kickstarter.com/projects/yargsguide/spectacular-shops-2/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10915177#10915177,,https://kicktraq.com/projects/yargsguide/spectacular-shops-2/,5E,,,Spectacular Shops & Services 2! (5e),August 13 2024,Y,CAD,"94,548.00",0.7293786,"68,961.29",Y,N,Y,"$94,548 CAD",945.00%,Ended,68961.29,1739812326604,July 16 2024,"A spectacular sequel with more drop-in ready shops, inns, taverns, and services for D&D 5e with NPCs, magic items, quests, and more!",https://i.kickstarter.com/assets/045/225/266/f3b8849797b82a7eb002875767b399b3_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=Fzt1bMQAmnx9dZ6MkR%2FFWsy%2FCy7Ixik8rWauQzNCBl8%3D,"[size=14][b][url=https://www.kickstarter.com/projects/yargsguide/spectacular-shops-2/?ref=kicktraq]Spectacular Shops & Services 2! (5e)[/url][/b][/size][q]A spectacular sequel with more drop-in ready shops, inns, taverns, and services for D&D 5e with NPCs, magic items, quests, and more![/q][floatleft][inlineimg]https://i.kickstarter.com/assets/045/225/266/f3b8849797b82a7eb002875767b399b3_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=Fzt1bMQAmnx9dZ6MkR%2FFWsy%2FCy7Ixik8rWauQzNCBl8%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-13-2024[url=https://kicktraq.com/projects/yargsguide/spectacular-shops-2/][IMG]https://kicktraq.com/projects/yargsguide/spectacular-shops-2//minichart.png[/IMG][/url]","$7,297.49",,"68,961.29",,
https://www.kickstarter.com/projects/mad-games/beyond-the-wall-a-post-apocalyptic-dandd-5e-adventure/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10930218#10930218,,https://kicktraq.com/projects/mad-games/beyond-the-wall-a-post-apocalyptic-dandd-5e-adventure/,5E,,,"Beyond the Wall, A Post Apocalyptic D&D 5e Adventure",August 13 2024,Y,USD,"13,939.00",1,"13,939.00",Y,N,Y,"$13,939",696.00%,Ended,13939,1739812326605,July 22 2024,"Venture into a post-apocalyptic wasteland to find water, cross a mile high wall, and uncover hidden secrets. Survival awaits!",https://i.kickstarter.com/assets/045/674/108/6cd27b2574c48586b836b672baacc0ba_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=CsYeeGrFL1hU7rS3ufQjlBuaa13OylqD4%2B6JihkAwOY%3D,"[size=14][b][url=https://www.kickstarter.com/projects/mad-games/beyond-the-wall-a-post-apocalyptic-dandd-5e-adventure/?ref=kicktraq]Beyond the Wall, A Post Apocalyptic D&D 5e Adventure[/url][/b][/size][q]Venture into a post-apocalyptic wasteland to find water, cross a mile high wall, and uncover hidden secrets. Survival awaits![/q][floatleft][inlineimg]https://i.kickstarter.com/assets/045/674/108/6cd27b2574c48586b836b672baacc0ba_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=CsYeeGrFL1hU7rS3ufQjlBuaa13OylqD4%2B6JihkAwOY%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-13-2024[url=https://kicktraq.com/projects/mad-games/beyond-the-wall-a-post-apocalyptic-dandd-5e-adventure/][IMG]https://kicktraq.com/projects/mad-games/beyond-the-wall-a-post-apocalyptic-dandd-5e-adventure//minichart.png[/IMG][/url]","$2,002.73",,"13,939.00",,
https://www.kickstarter.com/projects/blairgm/tabula-rasa-a-5e-compatible-social-deduction-mystery/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10949083#10949083,,https://kicktraq.com/projects/blairgm/tabula-rasa-a-5e-compatible-social-deduction-mystery/,5E,,,Tabula Rasa: A 5E Compatible Social Deduction Mystery,August 13 2024,Y,AUD,210.00,0.663635,139.36,Y,N,Y,$210 AUD,210.00%,Ended,139.36,1739812326605,July 30 2024,The mystery starts with who you are...,https://i.kickstarter.com/assets/045/560/438/b29e34097a12bd385d50ce40e24d0983_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=OV2wJAduFNBuZ1BGza307sSfXVWOl%2BmbulgEmFpHlls%3D,[size=14][b][url=https://www.kickstarter.com/projects/blairgm/tabula-rasa-a-5e-compatible-social-deduction-mystery/?ref=kicktraq]Tabula Rasa: A 5E Compatible Social Deduction Mystery[/url][/b][/size][q]The mystery starts with who you are...[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/045/560/438/b29e34097a12bd385d50ce40e24d0983_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=OV2wJAduFNBuZ1BGza307sSfXVWOl%2BmbulgEmFpHlls%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-13-2024[url=https://kicktraq.com/projects/blairgm/tabula-rasa-a-5e-compatible-social-deduction-mystery/][IMG]https://kicktraq.com/projects/blairgm/tabula-rasa-a-5e-compatible-social-deduction-mystery//minichart.png[/IMG][/url],$66.36,,139.36,,
https://www.kickstarter.com/projects/ascended-bberpg/ascended-the-bberpg/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10872578#10872578,,https://kicktraq.com/projects/ascended-bberpg/ascended-the-bberpg/,RPG,,,Ascended - the BBERPG,August 14 2024,Y,USD,"1,099.00",1,Not Funded,N,N,N,"$1,099",4.00%,Ended,0,1739812326607,June 30 2024,Give +1 to your Fantasy Tabletop Role Playing Game Repertoire: Ascended RPG Blends Tactical Depth with Unbounded Creativity.,https://i.kickstarter.com/assets/044/295/643/2dba412a1efeb11205feb930b1ba5ad7_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=Obze%2F3D4kZASaj1VGKqGglC46wBFpqSmJ9XOTmNdiWg%3D,[size=14][b][url=https://www.kickstarter.com/projects/ascended-bberpg/ascended-the-bberpg/?ref=kicktraq]Ascended - the BBERPG[/url][/b][/size][q]Give +1 to your Fantasy Tabletop Role Playing Game Repertoire: Ascended RPG Blends Tactical Depth with Unbounded Creativity.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/044/295/643/2dba412a1efeb11205feb930b1ba5ad7_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=Obze%2F3D4kZASaj1VGKqGglC46wBFpqSmJ9XOTmNdiWg%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-14-2024[url=https://kicktraq.com/projects/ascended-bberpg/ascended-the-bberpg/][IMG]https://kicktraq.com/projects/ascended-bberpg/ascended-the-bberpg//minichart.png[/IMG][/url],,27475,,,
