,,,1765838930138,,,,,77,,,,,,,,,,,,,,2025-10-24,,,,,,,
https://www.kickstarter.com/projects/dungeondudes/dungeons-of-drakkenheim-daggerheart/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=12277033#12277033,,https://kicktraq.com/projects/dungeondudes/dungeons-of-drakkenheim-daggerheart/,non-5E,https://rpggeek.com/rpg/103027/daggerheart,,Dungeons of Drakkenheim: Daggerheart,November 28 2025,Y,USD,"442,695.00",1,"442,695.00",Y,N,Y,"$442,695",2213.00%,Ended,442695,1765839027037,November 4 2025,The ENNIE Award winning adventure redesigned for Daggerheart. Levels 1-10 eldritch horror Campaign where Hope dies and Fear reigns.,https://i.kickstarter.com/assets/051/532/438/541c6d23d3e584d71c6adc439172694b_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1762268450&width=160&sig=OnQoygjHgG1l0cKPX9reSzmU1iCQpt%2BTCXFlY9%2ByQ6M%3D,[size=14][b][url=https://www.kickstarter.com/projects/dungeondudes/dungeons-of-drakkenheim-daggerheart/?ref=kicktraq]Dungeons of Drakkenheim: Daggerheart[/url][/b][/size][q]The ENNIE Award winning adventure redesigned for Daggerheart. Levels 1-10 eldritch horror Campaign where Hope dies and Fear reigns.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/051/532/438/541c6d23d3e584d71c6adc439172694b_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1762268450&width=160&sig=OnQoygjHgG1l0cKPX9reSzmU1iCQpt%2BTCXFlY9%2ByQ6M%3D[/inlineimg][/floatleft][b]Deadline:[/b]11-28-2025[url=https://kicktraq.com/projects/dungeondudes/dungeons-of-drakkenheim-daggerheart/][IMG]https://kicktraq.com/projects/dungeondudes/dungeons-of-drakkenheim-daggerheart//minichart.png[/IMG][/url],442695,20004.29282,,
https://www.kickstarter.com/projects/cryptocritters/side-quest-adventures-5-one-shots-for-level-6-10/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=12283770#12283770,,https://kicktraq.com/projects/cryptocritters/side-quest-adventures-5-one-shots-for-level-6-10/,5E,,,D&D side quest adventures - 5 one-shots for level 6 - 10,November 28 2025,Y,EUR,540.00,1.16024,626.53,Y,N,Y,€540,540.00%,Ended,626.53,1765839027038,November 6 2025,A collection of five side quest adventures for DND 5e for levels 6-10,https://i.kickstarter.com/assets/051/323/703/417816aa9dbe5333041b65699ec41b86_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1760946786&width=160&sig=%2BhV4bCakdoRg8uWOLrche6EP%2FYMGdROEKG%2BfeVcJ9Rg%3D,[size=14][b][url=https://www.kickstarter.com/projects/cryptocritters/side-quest-adventures-5-one-shots-for-level-6-10/?ref=kicktraq]D&D side quest adventures - 5 one-shots for level 6 - 10[/url][/b][/size][q]A collection of five side quest adventures for DND 5e for levels 6-10[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/051/323/703/417816aa9dbe5333041b65699ec41b86_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1760946786&width=160&sig=%2BhV4bCakdoRg8uWOLrche6EP%2FYMGdROEKG%2BfeVcJ9Rg%3D[/inlineimg][/floatleft][b]Deadline:[/b]11-28-2025[url=https://kicktraq.com/projects/cryptocritters/side-quest-adventures-5-one-shots-for-level-6-10/][IMG]https://kicktraq.com/projects/cryptocritters/side-quest-adventures-5-one-shots-for-level-6-10//minichart.png[/IMG][/url],626.5296,116.024,,
https://www.kickstarter.com/projects/dnd5e/adaptable-encounters-winter-2025-for-5e-dandd-and-shadowdark/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=12298848#12298848,,https://kicktraq.com/projects/dnd5e/adaptable-encounters-winter-2025-for-5e-dandd-and-shadowdark/,5E,,,"Adaptable Encounters Winter 2025, for 5e D&D and Shadowdark",November 28 2025,Y,MXN,"78,274.00",0.0546285,"4,275.99",Y,N,Y,"MX$78,274",7827.00%,Ended,4275.99,1765839027042,November 11 2025,Ghostly winter tales and survival in the frozen wilds. New ready-to-play encounters for 5th Edition Dungeons and Dragons and Shadowdark,https://i.kickstarter.com/assets/051/610/796/8e6fb0d6065a2d7a924b27999c3db5a8_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1762832498&width=160&sig=qu7oJxR0OFfTFRJBFMuTJFlOkn%2Fe3mfobzVnvchD%2Bio%3D,"[size=14][b][url=https://www.kickstarter.com/projects/dnd5e/adaptable-encounters-winter-2025-for-5e-dandd-and-shadowdark/?ref=kicktraq]Adaptable Encounters Winter 2025, for 5e D&D and Shadowdark[/url][/b][/size][q]Ghostly winter tales and survival in the frozen wilds. New ready-to-play encounters for 5th Edition Dungeons and Dragons and Shadowdark[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/051/610/796/8e6fb0d6065a2d7a924b27999c3db5a8_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1762832498&width=160&sig=qu7oJxR0OFfTFRJBFMuTJFlOkn%2Fe3mfobzVnvchD%2Bio%3D[/inlineimg][/floatleft][b]Deadline:[/b]11-28-2025[url=https://kicktraq.com/projects/dnd5e/adaptable-encounters-winter-2025-for-5e-dandd-and-shadowdark/][IMG]https://kicktraq.com/projects/dnd5e/adaptable-encounters-winter-2025-for-5e-dandd-and-shadowdark//minichart.png[/IMG][/url]",4275.991209,54.6312918,,
https://www.kickstarter.com/projects/invaliagdr/invalia-gdr/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=12216863#12216863,,https://kicktraq.com/projects/invaliagdr/invalia-gdr/,RPG,,,Invalia - GDR,November 29 2025,Y,EUR,242.00,1.16224,Not Funded,N,Y,N,€242,8.00%,Cancelled,0,1765839027044,October 15 2025,Indossa la Maschera. Affronta Bestie del folklore Italiano. Cambia il Destino di una terra divisa dalla guerra.,https://i.kickstarter.com/assets/051/133/024/a07b940dfb861b32d2c1186532312088_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1759765120&width=160&sig=Kbvjli27OXhJFI74xKZxuXvlE1GK2xEmfljyPjthEA0%3D,[size=14][b][url=https://www.kickstarter.com/projects/invaliagdr/invalia-gdr/?ref=kicktraq]Invalia - GDR[/url][/b][/size][q]Indossa la Maschera. Affronta Bestie del folklore Italiano. Cambia il Destino di una terra divisa dalla guerra.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/051/133/024/a07b940dfb861b32d2c1186532312088_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1759765120&width=160&sig=Kbvjli27OXhJFI74xKZxuXvlE1GK2xEmfljyPjthEA0%3D[/inlineimg][/floatleft][b]Deadline:[/b]11-29-2025[url=https://kicktraq.com/projects/invaliagdr/invalia-gdr/][IMG]https://kicktraq.com/projects/invaliagdr/invalia-gdr//minichart.png[/IMG][/url],0,3515.776,,
https://www.kickstarter.com/projects/hammerforge/legion-of-the-necromancer/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=12233096#12233096,,https://kicktraq.com/projects/hammerforge/legion-of-the-necromancer/,RPG,,,Legion of the Necromancer,November 29 2025,Y,GBP,"10,047.00",1.32514991,"13,313.78",Y,N,Y,"£10,047",334.00%,Ended,13313.78,1765839027047,October 21 2025,"A classic Fighting Fantasy-style gamebook that immerses the player in a world of monsters, code and difficult choices. Join the quest!",https://i.kickstarter.com/assets/051/345/968/8321f283fbfa211ebaf6116973a95bfa_original.jpeg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1761058651&width=160&sig=Jw7WajhsjnuKC3nLnQbqXmspJGVUEM11YcI6cEOvxfI%3D,"[size=14][b][url=https://www.kickstarter.com/projects/hammerforge/legion-of-the-necromancer/?ref=kicktraq]Legion of the Necromancer[/url][/b][/size][q]A classic Fighting Fantasy-style gamebook that immerses the player in a world of monsters, code and difficult choices. Join the quest![/q][floatleft][inlineimg]https://i.kickstarter.com/assets/051/345/968/8321f283fbfa211ebaf6116973a95bfa_original.jpeg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1761058651&width=160&sig=Jw7WajhsjnuKC3nLnQbqXmspJGVUEM11YcI6cEOvxfI%3D[/inlineimg][/floatleft][b]Deadline:[/b]11-29-2025[url=https://kicktraq.com/projects/hammerforge/legion-of-the-necromancer/][IMG]https://kicktraq.com/projects/hammerforge/legion-of-the-necromancer//minichart.png[/IMG][/url]",13313.78115,3986.16202,,
https://www.kickstarter.com/projects/darksettlement/the-mycelist-a-new-class-of-decay-and-rebirth-for-dandd-5e/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=12257131#12257131,,https://kicktraq.com/projects/darksettlement/the-mycelist-a-new-class-of-decay-and-rebirth-for-dandd-5e/,5E,,,The Mycelist: A New Class of Decay and Rebirth for D&D 5e,November 29 2025,Y,EUR,"1,070.00",1.15985,"1,241.04",Y,N,Y,"€1,070",1070.00%,Ended,1241.04,1765839027049,October 30 2025,"Beneath the soil, something ancient stirs... Wield the power of decay itself in this original 5e class of fungal horror.",https://i.kickstarter.com/assets/051/453/444/43b29a5670813fae5afd069e856d8359_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1761728791&width=160&sig=bXrhrulRO%2Br0AVsKCZ2WiMPxmOMdaj%2B49Tert3GHSOA%3D,"[size=14][b][url=https://www.kickstarter.com/projects/darksettlement/the-mycelist-a-new-class-of-decay-and-rebirth-for-dandd-5e/?ref=kicktraq]The Mycelist: A New Class of Decay and Rebirth for D&D 5e[/url][/b][/size][q]Beneath the soil, something ancient stirs... Wield the power of decay itself in this original 5e class of fungal horror.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/051/453/444/43b29a5670813fae5afd069e856d8359_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1761728791&width=160&sig=bXrhrulRO%2Br0AVsKCZ2WiMPxmOMdaj%2B49Tert3GHSOA%3D[/inlineimg][/floatleft][b]Deadline:[/b]11-29-2025[url=https://kicktraq.com/projects/darksettlement/the-mycelist-a-new-class-of-decay-and-rebirth-for-dandd-5e/][IMG]https://kicktraq.com/projects/darksettlement/the-mycelist-a-new-class-of-decay-and-rebirth-for-dandd-5e//minichart.png[/IMG][/url]",1241.0395,115.985,,
https://www.kickstarter.com/projects/mongoosepublishing/the-pioneer-rpg-explore-the-solar-system/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=12257135#12257135,,https://kicktraq.com/projects/mongoosepublishing/the-pioneer-rpg-explore-the-solar-system/,RPG,,https://rpggeek.com/rpgsystem/4170/mongoose-traveller-system,The Pioneer RPG: Explore the Solar System,November 29 2025,Y,GBP,"102,848.00",1.32514991,"136,289.02",Y,N,Y,"£102,848",514.00%,Ended,136289.02,1765839027051,October 30 2025,"Pioneer – a new RPG set 10–20 years into the future as humanity explores the Solar System, based on the popular Traveller rules.",https://i.kickstarter.com/assets/050/746/722/c7253c8ada291deb88d19e33566be60d_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1757345385&width=160&sig=sN%2B20UiR5Zvh2QLGmu60JRtG%2BZYOyqL7XSDzkpTEhVk%3D,"[size=14][b][url=https://www.kickstarter.com/projects/mongoosepublishing/the-pioneer-rpg-explore-the-solar-system/?ref=kicktraq]The Pioneer RPG: Explore the Solar System[/url][/b][/size][q]Pioneer – a new RPG set 10–20 years into the future as humanity explores the Solar System, based on the popular Traveller rules.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/050/746/722/c7253c8ada291deb88d19e33566be60d_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1757345385&width=160&sig=sN%2B20UiR5Zvh2QLGmu60JRtG%2BZYOyqL7XSDzkpTEhVk%3D[/inlineimg][/floatleft][b]Deadline:[/b]11-29-2025[url=https://kicktraq.com/projects/mongoosepublishing/the-pioneer-rpg-explore-the-solar-system/][IMG]https://kicktraq.com/projects/mongoosepublishing/the-pioneer-rpg-explore-the-solar-system//minichart.png[/IMG][/url]",136289.0179,26515.37314,,
https://www.kickstarter.com/projects/neldorcollective/astracordis-a-sci-fi-ttrpg-of-exploration-and-science-vtt/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=12257142#12257142,,https://kicktraq.com/projects/neldorcollective/astracordis-a-sci-fi-ttrpg-of-exploration-and-science-vtt/,RPG,,,"Astracordis, a Sci-fi TTRPG of exploration and science + VTT",November 29 2025,Y,EUR,"6,275.00",1.15985,"7,278.06",Y,N,Y,"€6,275",209.00%,Ended,7278.06,1765839027053,October 30 2025,"Space-themed TTRPG focused on research, exploration and diplomacy featuring a virtual terminal with all the tools needed to play",https://i.kickstarter.com/assets/051/316/682/ffa15769d8773960a237f93aa59a2e94_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1760896056&width=160&sig=l3rYOg5NPy1HaA4wUo2pDpDGzubURgWQ%2BabLEaRc4eQ%3D,"[size=14][b][url=https://www.kickstarter.com/projects/neldorcollective/astracordis-a-sci-fi-ttrpg-of-exploration-and-science-vtt/?ref=kicktraq]Astracordis, a Sci-fi TTRPG of exploration and science + VTT[/url][/b][/size][q]Space-themed TTRPG focused on research, exploration and diplomacy featuring a virtual terminal with all the tools needed to play[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/051/316/682/ffa15769d8773960a237f93aa59a2e94_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1760896056&width=160&sig=l3rYOg5NPy1HaA4wUo2pDpDGzubURgWQ%2BabLEaRc4eQ%3D[/inlineimg][/floatleft][b]Deadline:[/b]11-29-2025[url=https://kicktraq.com/projects/neldorcollective/astracordis-a-sci-fi-ttrpg-of-exploration-and-science-vtt/][IMG]https://kicktraq.com/projects/neldorcollective/astracordis-a-sci-fi-ttrpg-of-exploration-and-science-vtt//minichart.png[/IMG][/url]",7278.05875,3482.324761,,
https://www.kickstarter.com/projects/814662613/sons-of-the-storm-5e-dandd/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=12273592#12273592,,https://kicktraq.com/projects/814662613/sons-of-the-storm-5e-dandd/,5E,,,Sons of the Storm 5e D&D,November 29 2025,Y,GBP,"3,830.00",1.32514991,"5,075.32",Y,N,Y,"£3,830",1532.00%,Ended,5075.32,1765839027055,November 3 2025,Book I: The Howling Shore,https://i.kickstarter.com/assets/051/303/837/f19b7ae6be903c1be05d00c422bab9b6_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1760773348&width=160&sig=53m2YyLEn%2Bb%2F%2FRtGxF6QUEYcjwYcGKs6rl3e5%2FoJwXY%3D,[size=14][b][url=https://www.kickstarter.com/projects/814662613/sons-of-the-storm-5e-dandd/?ref=kicktraq]Sons of the Storm 5e D&D[/url][/b][/size][q]Book I: The Howling Shore[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/051/303/837/f19b7ae6be903c1be05d00c422bab9b6_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1760773348&width=160&sig=53m2YyLEn%2Bb%2F%2FRtGxF6QUEYcjwYcGKs6rl3e5%2FoJwXY%3D[/inlineimg][/floatleft][b]Deadline:[/b]11-29-2025[url=https://kicktraq.com/projects/814662613/sons-of-the-storm-5e-dandd/][IMG]https://kicktraq.com/projects/814662613/sons-of-the-storm-5e-dandd//minichart.png[/IMG][/url],5075.324155,331.2874775,,
https://www.kickstarter.com/projects/thirdkingdom/populated-hexes-monthly-issue-52/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=12305585#12305585,,https://kicktraq.com/projects/thirdkingdom/populated-hexes-monthly-issue-52/,non-5E,https://rpggeek.com/rpg/58009/old-school-essentials-retro-adventure-game,,"Populated Hexes Monthly, Issue 51",November 29 2025,Y,USD,341.00,1,341.00,Y,N,Y,$341,341.00%,Ended,341,1765839027056,November 13 2025,"Mirror, Mirror, on the Wall -- Catroptis, the World Behind the Mirrors",https://i.kickstarter.com/assets/051/535/657/a91976bb6888c2b8b2b2b80f5ee61016_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1762282665&width=160&sig=UPM4czIhZnJBP5SNZQPoETZddJ1WCwO0Mxo6vrUvqss%3D,"[size=14][b][url=https://www.kickstarter.com/projects/thirdkingdom/populated-hexes-monthly-issue-52/?ref=kicktraq]Populated Hexes Monthly, Issue 51[/url][/b][/size][q]Mirror, Mirror, on the Wall -- Catroptis, the World Behind the Mirrors[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/051/535/657/a91976bb6888c2b8b2b2b80f5ee61016_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1762282665&width=160&sig=UPM4czIhZnJBP5SNZQPoETZddJ1WCwO0Mxo6vrUvqss%3D[/inlineimg][/floatleft][b]Deadline:[/b]11-29-2025[url=https://kicktraq.com/projects/thirdkingdom/populated-hexes-monthly-issue-52/][IMG]https://kicktraq.com/projects/thirdkingdom/populated-hexes-monthly-issue-52//minichart.png[/IMG][/url]",341,100,,
https://www.kickstarter.com/projects/adventuresquared/rapid-d6-dungeon-delve-2/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=12260169#12260169,,https://kicktraq.com/projects/adventuresquared/rapid-d6-dungeon-delve-2/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Rapid D6 Dungeon Delve 2,November 30 2025,Y,GBP,953.00,1.323895,"1,261.67",Y,N,Y,£953,3176.00%,Ended,1261.67,1765839027057,October 31 2025,A new version of the fast dungeon creator and adventure generator for GMs or Solo players,https://i.kickstarter.com/assets/051/486/922/9fc8efc1b65bc022ee214615699b9f58_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1761931589&width=160&sig=jAFCGL4kCs7YV9AOi%2FoMErf2Gyb2eq%2B9MtFvySknPkg%3D,[size=14][b][url=https://www.kickstarter.com/projects/adventuresquared/rapid-d6-dungeon-delve-2/?ref=kicktraq]Rapid D6 Dungeon Delve 2[/url][/b][/size][q]A new version of the fast dungeon creator and adventure generator for GMs or Solo players[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/051/486/922/9fc8efc1b65bc022ee214615699b9f58_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1761931589&width=160&sig=jAFCGL4kCs7YV9AOi%2FoMErf2Gyb2eq%2B9MtFvySknPkg%3D[/inlineimg][/floatleft][b]Deadline:[/b]11-30-2025[url=https://kicktraq.com/projects/adventuresquared/rapid-d6-dungeon-delve-2/][IMG]https://kicktraq.com/projects/adventuresquared/rapid-d6-dungeon-delve-2//minichart.png[/IMG][/url],1261.671935,39.72518687,,
https://www.kickstarter.com/projects/13thmoongames/path-of-the-hedgewitch/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=12260170#12260170,,https://kicktraq.com/projects/13thmoongames/path-of-the-hedgewitch/,RPG,,,Path of the Hedgewitch,November 30 2025,Y,USD,"3,448.00",1,"3,448.00",Y,N,Y,"$3,448",229.00%,Ended,3448,1765839027058,October 31 2025,A cozy solo-play roleplaying game of magic.,https://i.kickstarter.com/assets/050/935/880/cd76d57b8b63a47a0b2ead1954417a08_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1758573040&width=160&sig=o%2BmnPUYF0xqXXrzbnV6voAJI6heWRczOUPIU8NN2Jb8%3D,[size=14][b][url=https://www.kickstarter.com/projects/13thmoongames/path-of-the-hedgewitch/?ref=kicktraq]Path of the Hedgewitch[/url][/b][/size][q]A cozy solo-play roleplaying game of magic.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/050/935/880/cd76d57b8b63a47a0b2ead1954417a08_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1758573040&width=160&sig=o%2BmnPUYF0xqXXrzbnV6voAJI6heWRczOUPIU8NN2Jb8%3D[/inlineimg][/floatleft][b]Deadline:[/b]11-30-2025[url=https://kicktraq.com/projects/13thmoongames/path-of-the-hedgewitch/][IMG]https://kicktraq.com/projects/13thmoongames/path-of-the-hedgewitch//minichart.png[/IMG][/url],"3,448.00",1505.676856,,
https://www.kickstarter.com/projects/1047755706/mork-borg-0/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=12273600#12273600,,https://kicktraq.com/projects/1047755706/mork-borg-0/,non-5E,https://rpggeek.com/rpg/56344/mork-borg,,MÖRK BORG日本語版,November 30 2025,Y,JPY,"10,174,060.00",0.006401844,"65,132.74",Y,N,Y,"¥10,174,060",406.00%,Ended,65132.74,1765839027059,November 3 2025,ルールはライト。アートはヘヴィ。そしてすべてが破滅的。世界でカルト的人気を誇るドゥームメタル・ダークファンタジーTRPG『MÖRK BORG（ムルク・ボリィ）』の日本語版がついに登場。,https://i.kickstarter.com/assets/051/499/832/00b5f81893af3a5655ed38e63784e7f2_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1762049110&width=160&sig=bESAVEKzsME%2FHE8MwtocikM0LUSJNXupIZuhupPjBMQ%3D,[size=14][b][url=https://www.kickstarter.com/projects/1047755706/mork-borg-0/?ref=kicktraq]MÖRK BORG日本語版[/url][/b][/size][q]ルールはライト。アートはヘヴィ。そしてすべてが破滅的。世界でカルト的人気を誇るドゥームメタル・ダークファンタジーTRPG『MÖRK BORG（ムルク・ボリィ）』の日本語版がついに登場。[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/051/499/832/00b5f81893af3a5655ed38e63784e7f2_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1762049110&width=160&sig=bESAVEKzsME%2FHE8MwtocikM0LUSJNXupIZuhupPjBMQ%3D[/inlineimg][/floatleft][b]Deadline:[/b]11-30-2025[url=https://kicktraq.com/projects/1047755706/mork-borg-0/][IMG]https://kicktraq.com/projects/1047755706/mork-borg-0//minichart.png[/IMG][/url],65132.74497,16042.54802,,1
https://www.kickstarter.com/projects/one-room-one-shots/one-room-one-shots/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=12277029#12277029,,https://kicktraq.com/projects/one-room-one-shots/one-room-one-shots/,5E,,,One Room One Shots: Epic D&D Adventures in a Single Session!,November 30 2025,Y,GBP,"24,788.00",1.32514991,"32,847.82",Y,N,Y,"£24,788",495.00%,Ended,32847.82,1765839027061,November 4 2025,"Dungeon Masters, breathe a sigh of relief with One Room One Shots: story-rich, single-session, pick-up-and-play 5E adventures!",https://i.kickstarter.com/assets/051/442/726/559df8b8e1a8bacdbae573764f2f90ba_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1761669279&width=160&sig=FS8f%2F7ukmDFvxM751RdX3Ii6pPPmyXxzj4mX9nig1r4%3D,"[size=14][b][url=https://www.kickstarter.com/projects/one-room-one-shots/one-room-one-shots/?ref=kicktraq]One Room One Shots: Epic D&D Adventures in a Single Session![/url][/b][/size][q]Dungeon Masters, breathe a sigh of relief with One Room One Shots: story-rich, single-session, pick-up-and-play 5E adventures![/q][floatleft][inlineimg]https://i.kickstarter.com/assets/051/442/726/559df8b8e1a8bacdbae573764f2f90ba_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1761669279&width=160&sig=FS8f%2F7ukmDFvxM751RdX3Ii6pPPmyXxzj4mX9nig1r4%3D[/inlineimg][/floatleft][b]Deadline:[/b]11-30-2025[url=https://kicktraq.com/projects/one-room-one-shots/one-room-one-shots/][IMG]https://kicktraq.com/projects/one-room-one-shots/one-room-one-shots//minichart.png[/IMG][/url]",32847.81597,6635.922418,,
https://www.kickstarter.com/projects/cartographybird/the-cosmographers-atlas-sandbox-worlds-for-storyteller-gms/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=12277049#12277049,,https://kicktraq.com/projects/cartographybird/the-cosmographers-atlas-sandbox-worlds-for-storyteller-gms/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,The Cosmographer's Atlas: Star to Sea TTRPG Sandbox Settings,November 30 2025,Y,CAD,"27,981.00",0.71581,"20,029.08",Y,N,Y,"$27,981 CAD",932.00%,Ended,20029.08,1765839027062,November 4 2025,"Three cosmic campaign settings for the steampunk DM. A 200+ page treasury of maps, floorplans, events, NPCs, in-world documents & more!",https://i.kickstarter.com/assets/050/936/139/5215cab8866a5fc02bb6115bfd7bf685_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1758574029&width=160&sig=tOQegkwkjMFcyMEpXUTEYmE%2FLQohbaofXAJLaQ9rQcg%3D,"[size=14][b][url=https://www.kickstarter.com/projects/cartographybird/the-cosmographers-atlas-sandbox-worlds-for-storyteller-gms/?ref=kicktraq]The Cosmographer's Atlas: Star to Sea TTRPG Sandbox Settings[/url][/b][/size][q]Three cosmic campaign settings for the steampunk DM. A 200+ page treasury of maps, floorplans, events, NPCs, in-world documents & more![/q][floatleft][inlineimg]https://i.kickstarter.com/assets/050/936/139/5215cab8866a5fc02bb6115bfd7bf685_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1758574029&width=160&sig=tOQegkwkjMFcyMEpXUTEYmE%2FLQohbaofXAJLaQ9rQcg%3D[/inlineimg][/floatleft][b]Deadline:[/b]11-30-2025[url=https://kicktraq.com/projects/cartographybird/the-cosmographers-atlas-sandbox-worlds-for-storyteller-gms/][IMG]https://kicktraq.com/projects/cartographybird/the-cosmographers-atlas-sandbox-worlds-for-storyteller-gms//minichart.png[/IMG][/url]",20029.07961,2149.042877,,
https://www.kickstarter.com/projects/infinitecitadel/mork-sol/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=12262949#12262949,,https://kicktraq.com/projects/infinitecitadel/mork-sol/,RPG,,https://rpggeek.com/rpgfamily/79592/mork-borg,Mörk Sol,December 1 2025,Y,USD,"62,812.00",1,"62,812.00",Y,N,Y,"$62,812",942.00%,Ended,62812,1765839027064,November 1 2025,A faster-than-light Mörk Borg-inspired RPG set in a horrific galaxy consumed by entropic decay.,https://i.kickstarter.com/assets/051/409/802/8e2ab7be9082c65cb9daa8b765d80bc6_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1761484371&width=160&sig=WDI9pFRlzquv9iBYUpL3JweSFiRyep5Oll0JJLG%2F7q8%3D,[size=14][b][url=https://www.kickstarter.com/projects/infinitecitadel/mork-sol/?ref=kicktraq]Mörk Sol[/url][/b][/size][q]A faster-than-light Mörk Borg-inspired RPG set in a horrific galaxy consumed by entropic decay.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/051/409/802/8e2ab7be9082c65cb9daa8b765d80bc6_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1761484371&width=160&sig=WDI9pFRlzquv9iBYUpL3JweSFiRyep5Oll0JJLG%2F7q8%3D[/inlineimg][/floatleft][b]Deadline:[/b]12-01-2025[url=https://kicktraq.com/projects/infinitecitadel/mork-sol/][IMG]https://kicktraq.com/projects/infinitecitadel/mork-sol//minichart.png[/IMG][/url],62812,6667.940552,,1
